year,district,district_id,street,city,state,zip,gradespan,enrollment,hdphone,url,supername,chair,teacher_count,district_alt,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,e_pct_abc,e_pct_ab,e_pct_cd,e_pct_f,m_pct_abc,m_pct_ab,m_pct_cd,m_pct_f,sc_pct_abc,sc_pct_ab,sc_pct_cd,sc_pct_f,act_avg_english_score,act_avg_reading_score,act_avg_math_score,act_avg_science_score,act_avg_writing_score,act_avg_composite_score,pct_act,pct_college,pct_career,pct_cte,pct_wbl,pct_car_rdy,pct_met_prog,gpercent_overall,gpercent_race_w,gpercent_race_b,gpercent_race_h,gpercent_race_i,gpercent_race_a,dropout_rate_curr_yr,tchreturn3yr_avg_pct_curr_yr,tchadvdegree_pct_curr_yr,tchinexperienced_pct_curr_yr,tchsalary_avg_curr_yr,prime_instruct_time_curr_yr,gifted_pct_curr_yr,pct78hs_credit_curr_yr,princ_super_yrs_curr_yr,tech_pct_class_wireless_curr_yr,tech_oneto_one_curr_yr,retained_pct_curr_yr,chronic_absenteeism_rate_x,studentsin_poverty_pct_curr_yr,expendfor_instruct_pct_curr_yr,admin_salary_curr_yr,total_ppe_curr_yr,chronic_absenteeism_rate_y,n_total_di,n_total_el,par_child_feels_safe,par_tch_stop_bully,par_num_responses,tch_i_feel_safe,tch_rules_enforced,tch_num_responses,ocr_firearm_num,ocr_rape,ocr_sex_assault,ocr_robw_weapon,ocr_robw_firearm,ocr_rob_no_weapon,ocr_phys_attachw_weapon,ocr_phys_attackw_firearm,ocr_phys_attach_no_weapon,ocr_threat_phys_attachw_weapon,ocr_threat_phys_attackw_firearm,ocr_threat_phys_attach_no_weapon,ocr_in_school_suspension,ocr_out_of_school_suspension,ocr_expelled,ocr_arrests_referrals,ocr_bully_harass,ocr_violent_all,ocr_nonviolent_all,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,gender_missing,schoolid,all_other_races,percent_female,percent_male,percent_gender_missing,percent_black_aa,percent_white,percent_all_other_races,pct_el,pct_non_el,pct_disabilities,pct_non_di
2021,Clarendon 3,1403999,1177 Atkinson Street P.O. Drawer 270,TURBEVILLE,SC,29162,PK-12,1236,8436592188,clarendon3.org,"Connie J. Dennis, Ph.D.",Jason Newsome,78,Clarendon 03,D,37.3,31.9,36.4,34.3,43.2,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,17.2,17.5,18,5.1,17.2,12.5,34.8,46.4,18.8,4.5,37.5,NA,89.285714286,91.56626506,80,-1,NA,NA,0.7,88.3,57.931920359666,6.8,49977.1702739726,NA,14.8,11.5,NA,100,100,1.1,7,61.7,NA,74032,NA,7,200,59,90.9,75,88,98.7,91,91,0,0,0,0,0,0,0,0,0,0,0,0,9,53,0,0,0,0,0,1239,606,633,274,877,0,NA,88,48.91041162227603,51.08958837772397,0,22.114608555286523,70.78288942695721,7.1025020177562554,4.773462783171521,95.22653721682848,16.181229773462782,83.81877022653723
2017,Clarendon 3,1403999,1177 Atkinson Street P.O. Drawer 270,TURBEVILLE,SC,29162,PK-12,1236,8436592188,clarendon3.org,"Connie J. Dennis, Ph.D.",Jason Newsome,78,Clarendon 03,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,16.3,16.9,16.3,4.9,16.5,20,NA,NA,NA,NA,NA,NA,91.397849462,93.333333333,86.956521739,-1,NA,NA,2.5,NA,59.2,NA,48299,NA,17.8,16.161616162,9,NA,NA,4.2,NA,61.3,52.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1238,629,609,316,830,NA,NA,92,50.80775444264943,49.19224555735057,NA,25.525040387722132,67.04361873990307,7.431340872374798,NA,NA,NA,NA
2020,Clarendon 3,1403999,1177 Atkinson Street P.O. Drawer 270,TURBEVILLE,SC,29162,PK-12,1236,8436592188,clarendon3.org,"Connie J. Dennis, Ph.D.",Jason Newsome,78,Clarendon 03,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,17.6,16.7,16.4,5.2,16.6,NA,NA,NA,NA,NA,NA,47.1,93.043478261,93.506493506,93.333333333,-1,NA,NA,0.7,87.5,59.5,15.9,48802,NA,21.7,22.4,NA,95,100,0.8,8.2,61.9,56.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,4,37,139,1,1,0,0,4,1283,638,645,293,908,0,NA,82,49.727201870615744,50.272798129384256,0,22.837100545596257,70.77162899454403,6.391270459859704,NA,NA,NA,NA
2018,Colleton County School District,1501999,500 Forest Circle,WALTERBORO,SC,29488,PK-12,5138,8437824510,www.colleton.k12.sc.us,Mr. John Tidal,Patricia Simmons,325,Colleton 01,D,22.6,44.6,22.6,46.2,35.3,NA,35.9,48.3,26.2,36.900000000000006,36.9,45.6,24.9,45.5,29.6,49,31.200000000000003,42.6,33.3,15.3,17.3,16.5,17.6,5.1,16.8,18.8,26.3,61.7,16.1,0,51.5,35.7,84.965831435,81.990521327,88.516746411,84.615384615,-1,-1,1.7,84.4,51.4,NA,44931,86.5,19.4,NA,3,100,100,2.3,18.2,82.05,52,68240,NA,18.2,NA,NA,74.8,58,499,87,93.1,93.1,1,0,5,0,0,0,0,0,87,0,0,86,NA,NA,NA,NA,NA,5,173,5625,2755,2870,2644,2347,0,1501999,634,48.977777777777774,51.022222222222226,0,47.004444444444445,41.724444444444444,11.27111111111111,NA,NA,NA,NA
2019,Colleton County School District,1501999,500 Forest Circle,WALTERBORO,SC,29488,PK-12,5138,8437824510,www.colleton.k12.sc.us,Mr. John Tidal,Patricia Simmons,325,Colleton 01,D,24.4,46,21.3,49.1,30,NA,46.5,43.1,19.4,41.3,39.2,38.8,15.7,44.5,39.9,38.1,24.1,35.5,46.1,14.6,16.2,15.6,16.6,5.2,15.9,9.8,26.1,62.5,23.8,0,52.7,31.1,78.431372549,73.056994819,83.402489627,76.19047619,-1,-1,4.2,81.8,49.3,NA,45722,85.7,20.1,NA,4,100,100,1.1,20.1,83.39,48,72481,9881,NA,NA,NA,67.19999999999999,55.8,247,71,93.9,366,0,0,0,0,0,0,0,0,6,0,0,66,528,912,5,1,40,0,72,5467,2670,2797,2559,2274,0,NA,634,48.83848545820377,51.16151454179623,0,46.80812145600878,41.595024693616246,11.596853850374977,NA,NA,NA,NA
2019,Colleton County School District,1501999,500 Forest Circle,WALTERBORO,SC,29488,PK-12,5138,8437824510,www.colleton.k12.sc.us,Mr. John Tidal,Patricia Simmons,325,Colleton 01,D,24.4,46,21.3,49.1,30,NA,46.5,43.1,19.4,41.3,39.2,38.8,15.7,44.5,39.9,38.1,24.1,35.5,46.1,14.6,16.2,15.6,16.6,5.2,15.9,9.8,26.1,62.5,23.8,0,52.7,31.1,78.431372549,73.056994819,83.402489627,76.19047619,-1,-1,4.2,81.8,49.3,NA,45722,85.7,20.1,NA,4,100,100,1.1,20.1,83.39,48,72481,9881,NA,NA,NA,67.19999999999999,55.8,247,71,93.9,366,0,0,0,0,0,0,0,0,6,0,0,66,528,912,5,1,40,0,72,5467,2670,2797,2559,2274,0,NA,634,48.83848545820377,51.16151454179623,0,46.80812145600878,41.595024693616246,11.596853850374977,NA,NA,NA,NA
2021,Colleton County School District,1501999,500 Forest Circle,WALTERBORO,SC,29488,PK-12,5138,8437824510,www.colleton.k12.sc.us,Mr. John Tidal,Patricia Simmons,325,Colleton 01,D,20.1,52.6,11,66.1,21.1,NA,57.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,16.8,15.4,17,5,16.1,6.5,18,41.1,20.7,0,26.1,24.5,75,78.698224852,72.928176796,65,NA,-1,4,85.1,55.1142128078212,15,48024.740239726,NA,9.9,5.4,1,100,100,2.4,13.2,84.5,47.3,84430,NA,13.2,989,265,80.6,64.6,568,97.1,82.8,82.8,0,0,0,0,0,0,0,0,3,0,0,7,123,135,0,34,1,0,10,5075,2538,2537,2437,2003,0,NA,635,50.009852216748776,49.99014778325123,0,48.01970443349754,39.4679802955665,12.51231527093596,5.157648890618917,94.84235110938108,19.248734916309846,80.75126508369016
2017,Colleton County School District,1501999,500 Forest Circle,WALTERBORO,SC,29488,PK-12,5138,8437824510,www.colleton.k12.sc.us,Mr. John Tidal,Patricia Simmons,325,Colleton 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,16.7,16.1,17,5.1,16.3,18.4,NA,NA,NA,NA,NA,NA,86.538461538,85.294117647,87.777777778,-1,-1,-1,2.7,NA,51.9,NA,44549,NA,15.6,73.614457831,3,NA,NA,2.4,NA,81.3,45.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5715,2816,2899,2895,2425,NA,NA,395,49.27384076990376,50.726159230096236,NA,50.65616797900262,42.43219597550306,6.911636045494313,NA,NA,NA,NA
2020,Colleton County School District,1501999,500 Forest Circle,WALTERBORO,SC,29488,PK-12,5138,8437824510,www.colleton.k12.sc.us,Mr. John Tidal,Patricia Simmons,325,Colleton 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,16,15.3,15.9,4.7,15.3,NA,NA,NA,NA,NA,NA,36.2,78.102189781,76.79558011,80.295566502,66.666666667,-1,-1,2.6,82.3,53.1,13.2,48635,NA,13.4,15.4,0.5,100,100,2.6,23.5,83.4,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,0,11,0,0,75,677,709,10,85,56,3,86,5329,2634,2695,2478,2217,0,NA,634,49.42765997372865,50.57234002627135,0,46.500281478701446,41.60255207355977,11.897166447738789,NA,NA,NA,NA
2018,Darlington County School District,1601999,120 E Smith Avenue,Darlington,SC,29532,PK-12,9239,843-398-5100,www.darlington.k12.sc.us,Dr. Timothy Newman,Warren Jeffords,660,Darlington 01,D,30.5,36.6,35,33.3,47.4,NA,25.8,46.5,25.9,41.5,32.6,58.3,33.4,47.4,19.3,51.2,37,36.599999999999994,34.9,15.9,17.2,17.1,17.8,6.1,17.1,25.3,32.5,64.1,14.9,6.3,57.5,36.8,87.536231884,91.390728477,83.977900552,90,-1,-1,0.8,84.7,58.3,NA,48614,87,13.3,NA,1,100,100,2.5,14.9,77.04,51.4,84942,NA,14.9,NA,NA,82,68.2,870,91.1,94,94,1,0,0,0,0,0,0,0,1,0,0,138,NA,NA,NA,NA,NA,0,139,9964,4973,4991,5157,4035,0,1601999,772,49.909674829385786,50.090325170614214,0,51.756322761943,40.49578482537134,7.747892412685668,NA,NA,NA,NA
2019,Darlington County School District,1601999,120 E Smith Avenue,Darlington,SC,29532,PK-12,9239,843-398-5100,www.darlington.k12.sc.us,Dr. Timothy Newman,Warren Jeffords,660,Darlington 01,D,35.2,35,38.1,31.8,46.8,NA,28.7,51.9,29.7,40.2,30.1,59.8,34.400000000000006,43.6,21.9,46.8,32.8,32.3,38,16.2,18,17.5,17.6,5.3,17.4,24.3,32.1,75.7,21.4,8.4,66.8,33.3,91.505216095,93.617021277,90.082644628,93.333333333,-1,-1,0.9,85.7,58.3,NA,48641,90.9,16.2,NA,1,100,100,2.6,14.7,77.7,51.8,88411,10364,NA,NA,NA,82.1,64.1,968,84.6,95.8,700,0,0,0,0,0,0,0,0,6,0,0,129,1490,1535,7,0,53,0,135,9904,4918,4986,5013,3830,0,NA,1061,49.656704361873985,50.34329563812601,0,50.615912762520196,38.67124394184168,10.712843295638127,NA,NA,NA,NA
2019,Darlington County School District,1601999,120 E Smith Avenue,Darlington,SC,29532,PK-12,9239,843-398-5100,www.darlington.k12.sc.us,Dr. Timothy Newman,Warren Jeffords,660,Darlington 01,D,35.2,35,38.1,31.8,46.8,NA,28.7,51.9,29.7,40.2,30.1,59.8,34.400000000000006,43.6,21.9,46.8,32.8,32.3,38,16.2,18,17.5,17.6,5.3,17.4,24.3,32.1,75.7,21.4,8.4,66.8,33.3,91.505216095,93.617021277,90.082644628,93.333333333,-1,-1,0.9,85.7,58.3,NA,48641,90.9,16.2,NA,1,100,100,2.6,14.7,77.7,51.8,88411,10364,NA,NA,NA,82.1,64.1,968,84.6,95.8,700,0,0,0,0,0,0,0,0,6,0,0,129,1490,1535,7,0,53,0,135,9904,4918,4986,5013,3830,0,NA,1061,49.656704361873985,50.34329563812601,0,50.615912762520196,38.67124394184168,10.712843295638127,NA,NA,NA,NA
2021,Darlington County School District,1601999,120 E Smith Avenue,Darlington,SC,29532,PK-12,9239,843-398-5100,www.darlington.k12.sc.us,Dr. Timothy Newman,Warren Jeffords,660,Darlington 01,D,28.6,41,24.6,45.1,30.2,NA,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,16.6,16.5,17,5.2,16.2,19.6,25.4,62.6,23.5,4.3,55,20.5,91.469194313,94.650205761,89.714285714,96,66.666666667,-1,0.9,87.7,60.9090909090909,14.8,51610.5153947368,NA,15.6,13.3,3,100,100,1.9,7.6,78.9,50.9,91051,NA,7.6,1645,231,79.5,64.3,833,97.5,92.5,92.5,3,0,0,0,0,0,0,0,1,0,0,22,554,541,7,1,4,0,23,9206,4549,4657,4605,3286,0,NA,1315,49.41342602650445,50.58657397349554,0,50.02172496198132,35.69411253530306,14.284162502715619,2.500270592055417,97.49972940794459,17.804957246455245,82.19504275354475
2017,Darlington County School District,1601999,120 E Smith Avenue,Darlington,SC,29532,PK-12,9239,843-398-5100,www.darlington.k12.sc.us,Dr. Timothy Newman,Warren Jeffords,660,Darlington 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,16.8,16.9,17.4,6,16.7,23.4,NA,NA,NA,NA,NA,NA,88.005780347,90.657439446,85.826771654,90,-1,-1,0.5,NA,58.8,NA,47661,NA,11.9,26.559356137,4,NA,NA,3.4,NA,75.7,43.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10051,4992,5059,5530,4053,NA,NA,468,49.6666998308626,50.333300169137395,NA,55.01940105462143,40.324345836235196,4.656253109143369,NA,NA,NA,NA
2020,Darlington County School District,1601999,120 E Smith Avenue,Darlington,SC,29532,PK-12,9239,843-398-5100,www.darlington.k12.sc.us,Dr. Timothy Newman,Warren Jeffords,660,Darlington 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,17.2,17,17.4,5.9,16.9,NA,NA,NA,NA,NA,NA,30.5,89.828080229,92.131147541,86.834733894,100,100,-1,0.9,86.4,56.6,7.5,51963,NA,14.2,13.6,2,100,100,2.6,14,78,51.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,0,0,3,0,0,54,1293,1299,5,6,24,1,58,9741,4831,4910,4857,3664,0,NA,1220,49.59449748485782,50.40550251514219,0,49.8614105327995,37.61420798685967,12.524381480340827,NA,NA,NA,NA
2018,Dillon School District Three,1703999,205 King Street,Lattta,SC,29565,PK-12,1546,843-752-7101,www.dillon3.k12.sc.us,"Dr John M. Kirby, Jr.",Kyle Berry,77,Dillon 03,D,42.3,22,47.4,21,51.4,NA,18.8,64.1,44.3,34.3,21.4,71.8,54.2,35.900000000000006,9.9,65.2,48.5,35,24.2,16.3,17.8,17.5,17.7,5.5,17.6,30.1,45.1,67.3,5.3,0,63.7,NA,87.969924812,92.045454545,77.5,-1,-1,-1,0.8,88.5,70.7,NA,44681,92.2,14.4,NA,28,100,0,3.7,12.4,71.39,53.4,79743,NA,12.4,NA,NA,86,73.7,196,97.8,98.9,98.9,1,0,1,0,0,0,0,0,4,0,0,59,NA,NA,NA,NA,NA,1,63,1632,780,852,501,985,0,1703999,146,47.794117647058826,52.20588235294118,0,30.698529411764707,60.35539215686274,8.946078431372548,NA,NA,NA,NA
2019,Dillon School District Three,1703999,205 King Street,Lattta,SC,29565,PK-12,1546,843-752-7101,www.dillon3.k12.sc.us,"Dr John M. Kirby, Jr.",Kyle Berry,77,Dillon 03,D,40.1,29.6,42.4,24.1,54.3,NA,21.7,52,28,44,28,65.9,38.8,46,15.1,55.5,37.5,37,36.7,15.9,17.5,17.2,17.9,5.6,17.3,19.1,30.9,71.8,2.7,0,70,NA,81.538461538,84.810126582,75.555555556,-1,-1,-1,2.1,88.8,69.2,NA,46403,91.1,14.7,NA,29,100,36,4,7.3,71.36,51.9,81589,8540,NA,NA,NA,90.8,76.9,174,93.89999999999999,99,98,0,0,0,0,0,0,0,0,2,0,0,35,26,270,0,0,9,0,37,1575,749,826,501,938,0,NA,136,47.55555555555556,52.44444444444445,0,31.80952380952381,59.55555555555555,8.634920634920636,NA,NA,NA,NA
2019,Dillon School District Three,1703999,205 King Street,Lattta,SC,29565,PK-12,1546,843-752-7101,www.dillon3.k12.sc.us,"Dr John M. Kirby, Jr.",Kyle Berry,77,Dillon 03,D,40.1,29.6,42.4,24.1,54.3,NA,21.7,52,28,44,28,65.9,38.8,46,15.1,55.5,37.5,37,36.7,15.9,17.5,17.2,17.9,5.6,17.3,19.1,30.9,71.8,2.7,0,70,NA,81.538461538,84.810126582,75.555555556,-1,-1,-1,2.1,88.8,69.2,NA,46403,91.1,14.7,NA,29,100,36,4,7.3,71.36,51.9,81589,8540,NA,NA,NA,90.8,76.9,174,93.89999999999999,99,98,0,0,0,0,0,0,0,0,2,0,0,35,26,270,0,0,9,0,37,1575,749,826,501,938,0,NA,136,47.55555555555556,52.44444444444445,0,31.80952380952381,59.55555555555555,8.634920634920636,NA,NA,NA,NA
2021,Dillon School District Three,1703999,205 King Street,Lattta,SC,29565,PK-12,1546,843-752-7101,www.dillon3.k12.sc.us,"Dr John M. Kirby, Jr.",Kyle Berry,77,Dillon 03,D,45.9,24.2,44.9,25.6,52.1,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,14.8,15.6,15.6,5.2,15.2,3.4,19.3,61.3,12.6,0,52.9,NA,84.87394958,87.5,81.395348837,-1,-1,-1,1.5,90,70.1298701298701,6.4,48346.4626865672,NA,12.6,36.7,30,100,100,2.3,0,71.3,54.4,83218,NA,0,187,11,92.4,67.7,238,97.6,94,94,0,0,0,0,0,0,0,0,0,0,0,6,0,82,0,1,3,0,6,1499,724,775,486,861,0,NA,152,48.29886591060707,51.70113408939293,0,32.421614409606406,57.43829219479654,10.140093395597065,0.7115135834411385,99.28848641655887,12.095730918499353,87.90426908150064
2017,Dillon School District Three,1703999,205 King Street,Lattta,SC,29565,PK-12,1546,843-752-7101,www.dillon3.k12.sc.us,"Dr John M. Kirby, Jr.",Kyle Berry,77,Dillon 03,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,17.4,17.2,17.5,5.4,17.2,28.8,NA,NA,NA,NA,NA,NA,83.495145631,84.615384615,82.857142857,-1,-1,-1,1.7,NA,67,NA,45469,NA,15,37.164750958,-1,NA,NA,3.2,NA,69.8,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1656,803,853,573,1001,NA,NA,82,48.490338164251206,51.50966183574879,NA,34.60144927536232,60.44685990338164,4.951690821256038,NA,NA,NA,NA
2020,Dillon School District Three,1703999,205 King Street,Lattta,SC,29565,PK-12,1546,843-752-7101,www.dillon3.k12.sc.us,"Dr John M. Kirby, Jr.",Kyle Berry,77,Dillon 03,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,18,17.2,18,5.8,17.3,NA,NA,NA,NA,NA,NA,30.5,83.177570093,85.074626866,81.578947368,NA,-1,NA,2.5,90.4,72.2,2,48214,NA,12.7,27.9,30,100,50,3.7,3.1,71.5,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26,0,208,4,1,7,0,26,1575,767,808,515,913,0,NA,147,48.698412698412696,51.301587301587304,0,32.698412698412696,57.96825396825397,9.333333333333334,NA,NA,NA,NA
2018,Dillon School District Four,1704999,1738 Highway 301 North,Dillon,SC,29536,PK-12,3901,843-774-1200,www.dillon.k12.sc.us,D. Ray Rogers,"Earl Gleason, Jr.",236,Dillon 04,D,27.8,36.1,29.9,36.9,32.3,NA,39.5,38.7,22,30.5,47.5,55.3,36.9,41.4,21.6,38.7,28.400000000000002,33.3,49.3,15.5,16.9,16.5,16.7,5.2,16.5,18.7,19.9,45.1,8.1,0,41.9,25.3,86.170212766,84.415584416,88.268156425,78.571428571,70,-1,0.2,87.5,59,NA,45080,85.6,9.4,NA,26,100,23.5,2.1,13.2,85.79,44.1,85309,NA,13.2,NA,NA,73.1,64.1,378,93.8,92.1,92.1,2,0,0,0,0,0,0,0,8,0,0,62,NA,NA,NA,NA,NA,0,70,4154,2052,2102,2478,1156,0,1704999,520,49.39817043813192,50.60182956186809,0,59.65334617236399,27.82859894077997,12.518054886856042,NA,NA,NA,NA
2019,Dillon School District Four,1704999,1738 Highway 301 North,Dillon,SC,29536,PK-12,3901,843-774-1200,www.dillon.k12.sc.us,D. Ray Rogers,"Earl Gleason, Jr.",236,Dillon 04,D,30.3,35.3,28.3,40.9,33.9,NA,40.7,47.5,21.1,47.5,31.4,56.4,35,42.3,22.8,49.3,26.3,43.8,34.2,14.5,16.4,15.8,15.9,5.4,15.8,11.2,14.3,61.8,8.1,1.5,56,21.5,84.818481848,80.412371134,88.648648649,-1,58.333333333,-1,1.1,87,59.5,NA,46162,88,9.2,NA,27,100,30,2.7,21.2,93.26,46.7,86371,9066,NA,NA,NA,76,61.900000000000006,543,85.69999999999999,96.3,245,2,0,0,0,0,0,0,0,2,0,0,45,987,740,0,0,23,0,47,4030,1997,2033,2360,1131,0,NA,539,49.55334987593052,50.44665012406948,0,58.56079404466501,28.064516129032256,13.37468982630273,NA,NA,NA,NA
2019,Dillon School District Four,1704999,1738 Highway 301 North,Dillon,SC,29536,PK-12,3901,843-774-1200,www.dillon.k12.sc.us,D. Ray Rogers,"Earl Gleason, Jr.",236,Dillon 04,D,30.3,35.3,28.3,40.9,33.9,NA,40.7,47.5,21.1,47.5,31.4,56.4,35,42.3,22.8,49.3,26.3,43.8,34.2,14.5,16.4,15.8,15.9,5.4,15.8,11.2,14.3,61.8,8.1,1.5,56,21.5,84.818481848,80.412371134,88.648648649,-1,58.333333333,-1,1.1,87,59.5,NA,46162,88,9.2,NA,27,100,30,2.7,21.2,93.26,46.7,86371,9066,NA,NA,NA,76,61.900000000000006,543,85.69999999999999,96.3,245,2,0,0,0,0,0,0,0,2,0,0,45,987,740,0,0,23,0,47,4030,1997,2033,2360,1131,0,NA,539,49.55334987593052,50.44665012406948,0,58.56079404466501,28.064516129032256,13.37468982630273,NA,NA,NA,NA
2021,Dillon School District Four,1704999,1738 Highway 301 North,Dillon,SC,29536,PK-12,3901,843-774-1200,www.dillon.k12.sc.us,D. Ray Rogers,"Earl Gleason, Jr.",236,Dillon 04,D,20.3,49.9,13.6,58.6,24.3,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,14.6,15.2,15.8,4.8,14.8,10.2,14.6,38.7,6.6,0,36.5,10.4,84.306569343,78.873239437,87.209302326,92.857142857,70.588235294,NA,1.9,90.1,55.6027164685908,9.4,48255.0668715084,NA,8.8,7.3,29,100,100,1.4,10.5,92.5,48.8,88907,NA,10.5,355,127,84.5,74.2,356,98.5,91.1,91.1,1,0,0,0,0,0,0,0,0,0,0,5,164,151,0,0,0,0,5,3862,1870,1992,2315,991,0,NA,556,48.42050750906266,51.57949249093734,0,59.94303469704816,25.660279647850853,14.396685655100985,3.255575493463215,96.74442450653679,9.10023071007434,90.89976928992566
2017,Dillon School District Four,1704999,1738 Highway 301 North,Dillon,SC,29536,PK-12,3901,843-774-1200,www.dillon.k12.sc.us,D. Ray Rogers,"Earl Gleason, Jr.",236,Dillon 04,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,16,16,15.9,5.1,15.7,16.1,NA,NA,NA,NA,NA,NA,89.160839161,86.746987952,90.285714286,92.857142857,91.666666667,-1,1,NA,59,NA,44552,NA,7.1,15.348837209,-1,NA,NA,2.7,NA,84,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4144,2043,2101,2599,1155,NA,NA,390,49.300193050193045,50.69980694980695,NA,62.71718146718147,27.87162162162162,9.411196911196912,NA,NA,NA,NA
2020,Dillon School District Four,1704999,1738 Highway 301 North,Dillon,SC,29536,PK-12,3901,843-774-1200,www.dillon.k12.sc.us,D. Ray Rogers,"Earl Gleason, Jr.",236,Dillon 04,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,15.3,15.7,16.2,5.3,15.4,NA,NA,NA,NA,NA,NA,23,84.810126582,81.609195402,87.244897959,82.352941176,69.230769231,-1,3.8,89.1,55.7,4,47954,NA,9,20.3,28,100,75,1.7,22,92.1,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,25,858,634,0,0,14,0,26,3966,1940,2026,2309,1076,0,NA,581,48.91578416540595,51.08421583459405,0,58.219868885526985,27.13061018658598,14.649520927887039,NA,NA,NA,NA
2018,Dorchester School District Two,1802999,115 Devon Road,Summerville,SC,29483,PK-12,24684,843-873-2901,https://www.ddtwo.org,Joseph R. Pye,Tanya Robinson/Gail Hughes,1596,Dorchester 02,D,53.1,17.3,53.1,19.4,56.2,NA,19.1,65.9,42.3,39.400000000000006,18.3,69.5,50.9,33.6,15.4,70.4,56.2,29.3,19.3,19.2,20.3,19.6,20.2,6.9,20,45.2,50.8,80,5.7,2.9,76.9,65.1,88.694267516,90.260366442,85.454545455,88.235294118,-1,97.402597403,0.3,88.7,55.8,33.3,48656,88.5,23.6,NA,19,50,0,1.4,14.2,50.5,58,86066,NA,14.2,NA,NA,85.1,66,1939,93.9,96.8,96.8,3,0,2,0,0,10,0,0,45,0,0,426,NA,NA,NA,NA,NA,2,481,25958,12773,13185,7669,13999,0,1802999,4290,49.20641035518915,50.793589644810844,0,29.543878573079592,53.92942445488866,16.526696972031743,NA,NA,NA,NA
