district,school,school_id,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,type_special,year,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,len_str,tchreturn3yr_avg_pct_curr_yr,tchadvdegree_pct_curr_yr,tchinexperienced_pct_curr_yr,tchsalary_avg_curr_yr,tech_pct_class_wireless_curr_yr,tech_oneto_one_curr_yr,retained_pct_curr_yr,chronic_absenteeism_rate,gpercent_overall,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,schoolid,gender_missing,pupils_in_poverty,all_other_races,percent_female,percent_male,percent_gender_missing,percent_black_aa,percent_white,percent_all_other_races,percent_in_poverty
"Dorchester
School District
Two",Gregg Middle School,1802022,500 Greenwave Blvd,Summerville,SC,29483,6-8,1212,843-871-3150,https://www.ddtwo.org/gms,William Wilson,71,NA,2019,M,53.9,18.2,51,19.2,53.9,NA,23.2,7,81.2,51.4,27.3,50586,61,0,1.3,16.8,NA,1252,598,654,302,796,NA,0,600,154,47.763578274760384,52.23642172523961,0,24.121405750798722,63.578274760383394,12.300319488817891,47.92332268370607
"Dorchester
School District
Two",Gregg Middle School,1802022,500 Greenwave Blvd,Summerville,SC,29483,6-8,1212,843-871-3150,https://www.ddtwo.org/gms,William Wilson,71,NA,2021,M,45.2,24.7,28.1,39.8,40.3,NA,41.4,7,80,54.6742209631728,16.7,53595.3455737705,100,100,0.7,10,NA,1198,542,656,325,706,NA,0,584,167,45.24207011686144,54.757929883138566,0,27.128547579298832,58.931552587646074,13.939899833055092,48.74791318864774
"Dorchester
School District
Two",Gregg Middle School,1802022,500 Greenwave Blvd,Summerville,SC,29483,6-8,1212,843-871-3150,https://www.ddtwo.org/gms,William Wilson,71,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,79.4,50.7,18.9,52789,61,0,0.4,15.8,NA,1247,571,676,331,760,NA,0,617,156,45.78989574979952,54.21010425020049,0,26.543704891740177,60.94627105052125,12.510024057738573,49.478748997594224
"Dorchester
School District
Two","Fort Dorchester Elementary
School",1802023,5201 Old Glory Lane,Summerville,SC,29485,PK-5,877,843-832-5550,https://www.ddtwo.org/Domain/687,"Annette M.
Pletcher",60,NA,2017,E,70.2,6.5,68.3,9.1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0.6,NA,NA,1060,549,511,281,576,NA,NA,NA,203,51.79245283018869,48.20754716981132,NA,26.50943396226415,54.339622641509436,19.150943396226417,NA
"Dorchester
School District
Two","Fort Dorchester Elementary
School",1802023,5201 Old Glory Lane,Summerville,SC,29485,PK-5,877,843-832-5550,https://www.ddtwo.org/Domain/687,"Annette M.
Pletcher",60,NA,2018,E,68,7.8,68,11.2,73.2,NA,4.6,7,87.9,58.7,10.4,49556,50,0,0.7,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorchester
School District
Two","Fort Dorchester Elementary
School",1802023,5201 Old Glory Lane,Summerville,SC,29485,PK-5,877,843-832-5550,https://www.ddtwo.org/Domain/687,"Annette M.
Pletcher",60,NA,2019,E,73.1,7.5,76.8,5.8,79.6,NA,5.9,7,84.6,54.2,7.5,49964,50,0,0.4,4.7,NA,960,485,475,221,497,NA,0,341,242,50.520833333333336,49.47916666666667,0,23.020833333333332,51.770833333333336,25.208333333333332,35.520833333333336
"Dorchester
School District
Two","Fort Dorchester Elementary
School",1802023,5201 Old Glory Lane,Summerville,SC,29485,PK-5,877,843-832-5550,https://www.ddtwo.org/Domain/687,"Annette M.
Pletcher",60,NA,2021,E,58.3,18,48.4,19.1,42.2,NA,26.6,7,86.8,57.9470198675497,7.5,54486.2705660378,100,100,0.5,3,NA,873,423,450,241,379,NA,0,386,253,48.45360824742268,51.546391752577314,0,27.605956471935855,43.4135166093929,28.980526918671252,44.215349369988544
"Dorchester
School District
Two","Fort Dorchester Elementary
School",1802023,5201 Old Glory Lane,Summerville,SC,29485,PK-5,877,843-832-5550,https://www.ddtwo.org/Domain/687,"Annette M.
Pletcher",60,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,87.8,53.3,8.1,52485,99,30,0.4,5.4,NA,995,454,541,245,469,NA,0,391,281,45.62814070351759,54.37185929648242,0,24.623115577889447,47.1356783919598,28.241206030150757,39.2964824120603
"Dorchester
School District
Two","Eagle Nest Elementary
School",1802024,8640 River Oaks Drive,North Charleston,SC,29420,PK-5,734,843-695-2460,https://www.ddtwo.org/Domain/506,"Dr. Tamara
Diebold",53,NA,2017,E,47.599999999999994,19.4,54.5,19,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,808,375,433,335,231,NA,NA,NA,242,46.410891089108915,53.58910891089109,NA,41.46039603960396,28.58910891089109,29.950495049504948,NA
"Dorchester
School District
Two","Eagle Nest Elementary
School",1802024,8640 River Oaks Drive,North Charleston,SC,29420,PK-5,734,843-695-2460,https://www.ddtwo.org/Domain/506,"Dr. Tamara
Diebold",53,NA,2018,E,44.2,23.3,49.6,21.2,49,NA,19.3,7,77.9,57.9,26.3,45606,50,0,1.3,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorchester
School District
Two","Eagle Nest Elementary
School",1802024,8640 River Oaks Drive,North Charleston,SC,29420,PK-5,734,843-695-2460,https://www.ddtwo.org/Domain/506,"Dr. Tamara
Diebold",53,NA,2019,E,44.4,25.6,45.8,25.3,44.3,NA,34.9,7,77.3,52.7,11.1,47344,100,24,1.6,13.3,NA,792,374,418,278,240,NA,0,497,274,47.22222222222222,52.77777777777778,0,35.1010101010101,30.303030303030305,34.5959595959596,62.752525252525245
"Dorchester
School District
Two","Eagle Nest Elementary
School",1802024,8640 River Oaks Drive,North Charleston,SC,29420,PK-5,734,843-695-2460,https://www.ddtwo.org/Domain/506,"Dr. Tamara
Diebold",53,NA,2021,E,37.9,33.8,36.1,37.7,39.1,NA,40,7,81.3,45.9662288930582,20,50516.1465306123,100,100,0.9,9.3,NA,710,331,379,222,206,NA,0,465,282,46.61971830985915,53.38028169014084,0,31.26760563380282,29.014084507042252,39.718309859154935,65.49295774647888
"Dorchester
School District
Two","Eagle Nest Elementary
School",1802024,8640 River Oaks Drive,North Charleston,SC,29420,PK-5,734,843-695-2460,https://www.ddtwo.org/Domain/506,"Dr. Tamara
Diebold",53,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,78.3,47.2,16.7,48697,100,85,1.2,15.4,NA,777,369,408,257,238,NA,0,505,282,47.49034749034749,52.509652509652504,0,33.07593307593308,30.630630630630627,36.293436293436294,64.99356499356499
"Dorchester
School District
Two",William Reeves Elementary,1802025,"1003 Dubose School
Road",Summerville,SC,29483,PK-5,817,843-695-2450,https://sc01916099.schoolwires.net/Page/4884,Natalie Hayes,57,NA,2017,E,58,12.4,61.4,10.3,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1.9,NA,NA,950,454,496,149,661,NA,NA,NA,140,47.78947368421053,52.21052631578947,NA,15.68421052631579,69.57894736842105,14.736842105263156,NA
"Dorchester
School District
Two",William Reeves Elementary,1802025,"1003 Dubose School
Road",Summerville,SC,29483,PK-5,817,843-695-2450,https://sc01916099.schoolwires.net/Page/4884,Natalie Hayes,57,NA,2018,E,61.7,10.7,64.5,10.3,49.1,NA,14,7,85.1,59.3,14.3,51359,100,0,2.7,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorchester
School District
Two",William Reeves Elementary,1802025,"1003 Dubose School
Road",Summerville,SC,29483,PK-5,817,843-695-2450,https://sc01916099.schoolwires.net/Page/4884,Natalie Hayes,57,NA,2019,E,60.9,12.3,59.8,11,58.7,NA,14.2,7,88.2,60.3,7,52278,55.00000000000001,0,2.3,9.4,NA,971,467,504,118,635,NA,0,450,218,48.094747682801234,51.905252317198766,0,12.1524201853759,65.39649845520083,22.451081359423274,46.34397528321318
"Dorchester
School District
Two",William Reeves Elementary,1802025,"1003 Dubose School
Road",Summerville,SC,29483,PK-5,817,843-695-2450,https://sc01916099.schoolwires.net/Page/4884,Natalie Hayes,57,NA,2021,E,55.8,16.4,51.4,19.3,55,NA,19.1,7,90.1,61.0619469026549,12.5,55279.5584313726,100,100,1.8,4.7,NA,840,415,425,147,504,NA,0,420,189,49.404761904761905,50.595238095238095,0,17.5,60,22.5,50
"Dorchester
School District
Two",William Reeves Elementary,1802025,"1003 Dubose School
Road",Summerville,SC,29483,PK-5,817,843-695-2450,https://sc01916099.schoolwires.net/Page/4884,Natalie Hayes,57,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,89.4,57.6,9.5,54339,100,0,2.3,9.6,NA,931,442,489,129,596,NA,0,441,206,47.475832438238456,52.524167561761544,0,13.856068743286789,64.0171858216971,22.12674543501611,47.368421052631575
"Dorchester
School District
Two",River Oaks Middle School,1802026,8642 River Oaks Drive,North Charleston,SC,29420,6-8,954,843-695-2470,https://www.ddtwo.org/roms,William Mansor,60,NA,2017,M,36.4,23.5,31.6,28.6,46.1,26,NA,7,NA,NA,NA,46502,NA,NA,1.6,NA,NA,974,468,506,511,285,NA,NA,NA,178,48.04928131416838,51.95071868583162,NA,52.46406570841889,29.26078028747433,18.275154004106774,NA
"Dorchester
School District
Two",River Oaks Middle School,1802026,8642 River Oaks Drive,North Charleston,SC,29420,6-8,954,843-695-2470,https://www.ddtwo.org/roms,William Mansor,60,NA,2018,M,36,26.8,25.6,38.3,42.3,NA,32.7,7,88.4,56.9,13.2,47670,50,5,1.3,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorchester
School District
Two",River Oaks Middle School,1802026,8642 River Oaks Drive,North Charleston,SC,29420,6-8,954,843-695-2470,https://www.ddtwo.org/roms,William Mansor,60,NA,2019,M,38.8,26.3,25.3,41.5,38.1,NA,37.2,7,81.3,56.9,16.7,48209,100,5,1.4,13.4,NA,979,470,509,484,240,NA,0,656,255,48.008171603677226,51.99182839632278,0,49.43820224719101,24.514811031664966,26.046986721144023,67.00715015321757
"Dorchester
School District
Two",River Oaks Middle School,1802026,8642 River Oaks Drive,North Charleston,SC,29420,6-8,954,843-695-2470,https://www.ddtwo.org/roms,William Mansor,60,NA,2021,M,33,33.1,13.9,53.9,31.7,NA,45.8,7,77,47.9865771812081,34.6,50843.7604166666,100,100,0.3,13.5,NA,938,444,494,442,248,NA,0,633,248,47.33475479744136,52.66524520255863,0,47.12153518123667,26.439232409381663,26.439232409381663,67.48400852878464
"Dorchester
School District
Two",River Oaks Middle School,1802026,8642 River Oaks Drive,North Charleston,SC,29420,6-8,954,843-695-2470,https://www.ddtwo.org/roms,William Mansor,60,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,77.1,53.3,24.1,51169,100,2,1.5,14.2,NA,1020,485,535,490,261,NA,0,685,269,47.549019607843135,52.450980392156865,0,48.03921568627451,25.588235294117645,26.372549019607845,67.15686274509804
"Dorchester
School District
Two",Ashley Ridge High School,1802027,"9800 Delemar
Highway",Summerville,SC,29485,9-12,2215,843-695-4900,https://www.ddtwo.org/ARHS,"Brooke M.
Matthews",122,NA,2017,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48603,NA,NA,3.3,NA,90.243902439,2231,1156,1075,591,1462,NA,NA,NA,178,51.81532944867773,48.18467055132228,NA,26.49036306588974,65.5311519497983,7.978484984311968,NA
"Dorchester
School District
Two",Ashley Ridge High School,1802027,"9800 Delemar
Highway",Summerville,SC,29485,9-12,2215,843-695-4900,https://www.ddtwo.org/ARHS,"Brooke M.
Matthews",122,NA,2018,H,NA,NA,NA,NA,NA,NA,NA,NA,85.8,61.3,20.5,49002,50,0,1.6,29.7,92.639138241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorchester
School District
Two",Ashley Ridge High School,1802027,"9800 Delemar
Highway",Summerville,SC,29485,9-12,2215,843-695-4900,https://www.ddtwo.org/ARHS,"Brooke M.
Matthews",122,NA,2019,H,NA,NA,NA,NA,NA,NA,NA,NA,84.7,67.2,12.1,50275,79,0,1.8,13.9,91.039426523,2209,1112,1097,540,1414,NA,0,850,255,50.33952014486193,49.66047985513807,0,24.44545043005885,64.01086464463557,11.543684925305568,38.47894975101856
"Dorchester
School District
Two",Ashley Ridge High School,1802027,"9800 Delemar
Highway",Summerville,SC,29485,9-12,2215,843-695-4900,https://www.ddtwo.org/ARHS,"Brooke M.
Matthews",122,NA,2020,H,NA,NA,NA,NA,NA,NA,NA,NA,86.5,63.9,5.8,52641,96,0,2.5,17.1,92,2165,1066,1099,531,1350,NA,0,858,284,49.237875288683604,50.76212471131639,0,24.526558891454968,62.355658198614314,13.117782909930717,39.63048498845266
"Dorchester
School District
Two",Ashley Ridge High School,1802027,"9800 Delemar
Highway",Summerville,SC,29485,9-12,2215,843-695-4900,https://www.ddtwo.org/ARHS,"Brooke M.
Matthews",122,NA,2021,H,NA,NA,NA,NA,NA,NA,NA,NA,87.5,70.5400981996727,11.5,54509.3431775701,100,100,1.4,11.6,92.653061224,2149,1054,1095,543,1333,NA,0,895,273,49.04606793857608,50.95393206142392,0,25.267566309911587,62.02885062819916,12.703583061889251,41.64727780362959
"Dorchester
School District
Two",Joseph R. Pye Elementary,1802028,9701 Patriot Blvd,Ladson,SC,29456,PK-5,772,843-695-2979,https://www.ddtwo.org/JPES,"Wanda L.
Gadsden",54,NA,2017,E,53.9,15.6,53,18,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1.3,NA,NA,841,384,457,313,406,NA,NA,NA,122,45.65992865636147,54.34007134363853,NA,37.21759809750297,48.275862068965516,14.506539833531509,NA
"Dorchester
School District
Two",Joseph R. Pye Elementary,1802028,9701 Patriot Blvd,Ladson,SC,29456,PK-5,772,843-695-2979,https://www.ddtwo.org/JPES,"Wanda L.
Gadsden",54,NA,2018,E,54.9,16.4,53.8,18.3,49.6,NA,15.1,7,76.6,50,41.5,45094,100,8,1.2,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorchester
School District
Two",Joseph R. Pye Elementary,1802028,9701 Patriot Blvd,Ladson,SC,29456,PK-5,772,843-695-2979,https://www.ddtwo.org/JPES,"Wanda L.
Gadsden",54,NA,2019,E,57.4,15.2,51.7,18.3,54.2,NA,18.3,7,75.8,46.7,33.3,46222,49,0,2.1,7.3,NA,980,473,507,287,504,NA,0,435,189,48.26530612244898,51.73469387755102,0,29.28571428571429,51.42857142857142,19.28571428571429,44.38775510204081
"Dorchester
School District
Two",Joseph R. Pye Elementary,1802028,9701 Patriot Blvd,Ladson,SC,29456,PK-5,772,843-695-2979,https://www.ddtwo.org/JPES,"Wanda L.
Gadsden",54,NA,2021,E,55.6,15.4,49.3,24.6,49.5,NA,25.7,7,82.1,48.5981308411215,41.7,49977.5855319149,100,100,0.5,6.2,NA,770,384,386,187,400,NA,0,285,183,49.87012987012987,50.12987012987013,0,24.285714285714285,51.94805194805194,23.766233766233764,37.01298701298701
"Dorchester
School District
Two",Joseph R. Pye Elementary,1802028,9701 Patriot Blvd,Ladson,SC,29456,PK-5,772,843-695-2979,https://www.ddtwo.org/JPES,"Wanda L.
Gadsden",54,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,81.7,50.8,38.1,48169,100,100,1,7.6,NA,955,460,495,247,487,NA,0,412,221,48.167539267015705,51.832460732984295,0,25.863874345549736,50.994764397905755,23.141361256544503,43.1413612565445
"Dorchester
School District
Two","Sand Hill Elementary
School",1802029,324 Gnarly Oak Lane,Summerville,SC,29485,PK-5,867,843-695-5201,https://www.ddtwo.org/SHES,"Ms. Francina
Gerald",59,NA,2017,E,57.8,15,63.1,10.8,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0,NA,NA,686,305,381,168,474,NA,NA,NA,44,44.460641399416915,55.539358600583085,NA,24.489795918367346,69.09620991253644,6.41399416909621,NA
"Dorchester
School District
Two","Sand Hill Elementary
School",1802029,324 Gnarly Oak Lane,Summerville,SC,29485,PK-5,867,843-695-5201,https://www.ddtwo.org/SHES,"Ms. Francina
Gerald",59,NA,2018,E,63.8,10.4,68.8,10.1,74.3,NA,5.3,7,NA,37.8,33.3,45880,50,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorchester
School District
Two","Sand Hill Elementary
School",1802029,324 Gnarly Oak Lane,Summerville,SC,29485,PK-5,867,843-695-5201,https://www.ddtwo.org/SHES,"Ms. Francina
Gerald",59,NA,2019,E,65.6,11.3,75.6,9,70.8,NA,9.2,7,NA,47.1,16.7,46613,66,0,0.3,9,NA,845,418,427,153,602,NA,0,353,90,49.467455621301774,50.53254437869823,0,18.106508875739642,71.24260355029585,10.650887573964498,41.77514792899408
"Dorchester
School District
Two","Sand Hill Elementary
School",1802029,324 Gnarly Oak Lane,Summerville,SC,29485,PK-5,867,843-695-5201,https://www.ddtwo.org/SHES,"Ms. Francina
Gerald",59,NA,2021,E,57.6,18.7,57.5,18.3,59.2,NA,25.4,7,81,47.2789115646259,16.7,49216.174,100,100,0.7,4.5,NA,884,432,452,161,593,NA,0,355,130,48.86877828054298,51.13122171945701,0,18.212669683257918,67.0814479638009,14.705882352941178,40.158371040723985
"Dorchester
School District
Two","Sand Hill Elementary
School",1802029,324 Gnarly Oak Lane,Summerville,SC,29485,PK-5,867,843-695-5201,https://www.ddtwo.org/SHES,"Ms. Francina
Gerald",59,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,86.5,50,12.5,50045,100,10,0.1,9.4,NA,883,440,443,165,605,NA,0,380,113,49.830124575311444,50.169875424688556,0,18.68629671574179,68.51642129105323,12.797281993204985,43.03510758776897
"Dorchester
School District
Two","Dr. Eugene Sires
Elementary",1802030,"301 Chandler Creek
Blvd",Summerville,SC,29483,PK-5,803,843 695 5205,https://www.ddtwo.org/ESES,"Mrs. Laura
Blanchard",56,NA,2017,E,56.7,17.8,58.5,15.3,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0,NA,NA,799,382,417,239,494,NA,NA,NA,66,47.80976220275344,52.19023779724657,NA,29.912390488110134,61.82728410513142,8.260325406758447,NA
"Dorchester
School District
Two","Dr. Eugene Sires
Elementary",1802030,"301 Chandler Creek
Blvd",Summerville,SC,29483,PK-5,803,843 695 5205,https://www.ddtwo.org/ESES,"Mrs. Laura
Blanchard",56,NA,2018,E,52,20.1,52.3,23,50.4,NA,24.8,7,NA,50,40,45502,50,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorchester
School District
Two","Dr. Eugene Sires
Elementary",1802030,"301 Chandler Creek
Blvd",Summerville,SC,29483,PK-5,803,843 695 5205,https://www.ddtwo.org/ESES,"Mrs. Laura
Blanchard",56,NA,2019,E,57,19.3,54,20.7,51.6,NA,26.6,7,NA,54.7,24.2,46902,84,50,1.3,11.4,NA,786,361,425,183,482,NA,0,421,121,45.92875318066158,54.07124681933843,0,23.282442748091604,61.32315521628499,15.394402035623408,53.56234096692112
"Dorchester
School District
Two","Dr. Eugene Sires
Elementary",1802030,"301 Chandler Creek
Blvd",Summerville,SC,29483,PK-5,803,843 695 5205,https://www.ddtwo.org/ESES,"Mrs. Laura
Blanchard",56,NA,2021,E,46.5,28.2,38.3,34.6,36.1,NA,46.4,7,87.2,53.8188277087034,15.8,50549.4566037736,100,100,0.4,5.5,NA,779,378,401,222,412,NA,0,492,145,48.52374839537869,51.47625160462132,0,28.498074454428757,52.88831835686778,18.613607188703465,63.1578947368421
"Dorchester
School District
Two","Dr. Eugene Sires
Elementary",1802030,"301 Chandler Creek
Blvd",Summerville,SC,29483,PK-5,803,843 695 5205,https://www.ddtwo.org/ESES,"Mrs. Laura
Blanchard",56,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,86.6,49,8.8,49346,100,65,3,10,NA,803,370,433,192,469,NA,0,459,142,46.07721046077211,53.9227895392279,0,23.910336239103362,58.40597758405978,17.68368617683686,57.16064757160647
"Dorchester
School District
Two",Alston-Bailey Elementary,1802031,"850 W 5TH NORTH
ST",SUMMERVILLE,SC,29483,PK-5,655,843-695-5210,https://www.ddtwo.org/ABES,"Vernisa Y.
Bodison",47,NA,2017,E,44.7,20,56.7,15.3,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0,NA,NA,818,407,411,375,334,NA,NA,NA,109,49.75550122249388,50.24449877750611,NA,45.843520782396084,40.831295843520785,13.32518337408313,NA
"Dorchester
School District
Two",Alston-Bailey Elementary,1802031,"850 W 5TH NORTH
ST",SUMMERVILLE,SC,29483,PK-5,655,843-695-5210,https://www.ddtwo.org/ABES,"Vernisa Y.
Bodison",47,NA,2018,E,50.5,17.8,58,13.3,61.2,NA,14,7,NA,56.4,25,46587,50,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorchester
School District
Two",Alston-Bailey Elementary,1802031,"850 W 5TH NORTH
ST",SUMMERVILLE,SC,29483,PK-5,655,843-695-5210,https://www.ddtwo.org/ABES,"Vernisa Y.
Bodison",47,NA,2019,E,56.1,18.7,61,17.6,53.3,NA,18.2,7,NA,51.9,15.4,46725,83,0,1.4,12.8,NA,809,393,416,336,319,NA,0,568,154,48.57849196538937,51.42150803461063,0,41.5327564894932,39.431396786155744,19.03584672435105,70.21013597033374
"Dorchester
School District
Two",Alston-Bailey Elementary,1802031,"850 W 5TH NORTH
ST",SUMMERVILLE,SC,29483,PK-5,655,843-695-5210,https://www.ddtwo.org/ABES,"Vernisa Y.
Bodison",47,NA,2021,E,44.1,28.1,38.9,30.4,44.2,NA,32.7,7,74.8,50.4291845493562,28.6,48325.7976315789,100,100,2.1,5.9,NA,648,311,337,249,262,NA,0,457,137,47.99382716049383,52.00617283950617,0,38.425925925925924,40.4320987654321,21.141975308641975,70.5246913580247
"Dorchester
School District
Two",Alston-Bailey Elementary,1802031,"850 W 5TH NORTH
ST",SUMMERVILLE,SC,29483,PK-5,655,843-695-5210,https://www.ddtwo.org/ABES,"Vernisa Y.
Bodison",47,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,73.4,54.9,5.9,48836,100,0,1.5,11,NA,755,365,390,298,313,NA,0,508,144,48.34437086092716,51.65562913907284,0,39.47019867549669,41.4569536423841,19.072847682119207,67.28476821192054
"Dorchester
District Four","Harleyville Elementary
School",1804016,1650 East Main Street,Dorchester,SC,29437,PK-5,239,843-462-7671,https://hes.dorchester4.k12.sc.us/,Chaquilla Green,18,NA,2017,E,20,45,28.3,40,NA,NA,NA,7,NA,NA,NA,48606,NA,NA,6.1,NA,NA,284,129,155,160,102,NA,NA,NA,22,45.42253521126761,54.5774647887324,NA,56.33802816901409,35.91549295774648,7.746478873239436,NA
"Dorchester
District Four","Harleyville Elementary
School",1804016,1650 East Main Street,Dorchester,SC,29437,PK-5,239,843-462-7671,https://hes.dorchester4.k12.sc.us/,Chaquilla Green,18,NA,2018,E,29.5,36.4,38,29.5,36.2,NA,23.4,7,80.7,52.2,14.3,48456,100,49,2.7,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorchester
District Four","Harleyville Elementary
School",1804016,1650 East Main Street,Dorchester,SC,29437,PK-5,239,843-462-7671,https://hes.dorchester4.k12.sc.us/,Chaquilla Green,18,NA,2019,E,27.8,37.4,27,30.4,37.1,NA,42.9,7,75.9,65.2,36.4,50298,100,59,2.3,13.5,NA,244,114,130,137,86,NA,0,218,21,46.72131147540984,53.278688524590166,0,56.14754098360656,35.24590163934426,8.60655737704918,89.34426229508196
"Dorchester
District Four","Harleyville Elementary
School",1804016,1650 East Main Street,Dorchester,SC,29437,PK-5,239,843-462-7671,https://hes.dorchester4.k12.sc.us/,Chaquilla Green,18,NA,2021,E,16.3,58.7,12.5,55.8,14.8,NA,55.6,7,82.6,61.1111111111111,12.5,52614.3333333333,100,100,0.9,9.9,NA,242,114,128,135,81,NA,0,203,26,47.107438016528924,52.892561983471076,0,55.78512396694215,33.47107438016529,10.743801652892563,83.88429752066115
"Dorchester
District Four","Harleyville Elementary
School",1804016,1650 East Main Street,Dorchester,SC,29437,PK-5,239,843-462-7671,https://hes.dorchester4.k12.sc.us/,Chaquilla Green,18,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,78.3,71.4,0,53770,100,100,1.8,15.8,NA,251,126,125,143,80,NA,0,204,28,50.199203187250994,49.800796812749006,0,56.97211155378486,31.872509960159363,11.155378486055776,81.27490039840637
"Dorchester
District Four",St. George Middle School,1804017,600 Minus Street,St. George,SC,29477,6-8,304,843-563-3171,https://stgeorge.dorchester4.k12.sc.us/,"Benjamin
Kennedy",21,NA,2017,M,19.2,35,14.8,44.6,35.1,31.9,NA,7,NA,NA,NA,44806,NA,NA,0,NA,NA,292,140,152,147,130,NA,NA,NA,15,47.94520547945205,52.054794520547944,NA,50.34246575342466,44.52054794520548,5.136986301369863,NA
"Dorchester
District Four",St. George Middle School,1804017,600 Minus Street,St. George,SC,29477,6-8,304,843-563-3171,https://stgeorge.dorchester4.k12.sc.us/,"Benjamin
Kennedy",21,NA,2018,M,30.7,31.1,19.3,44.3,48.5,NA,32,7,85.1,50,22.2,46534,100,100,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorchester
District Four",St. George Middle School,1804017,600 Minus Street,St. George,SC,29477,6-8,304,843-563-3171,https://stgeorge.dorchester4.k12.sc.us/,"Benjamin
Kennedy",21,NA,2019,M,37.2,31.3,24.7,32.6,42.5,NA,30.4,7,86.9,50,0,48435,100,100,0.3,5.2,NA,321,154,167,139,160,NA,0,243,22,47.97507788161994,52.024922118380054,0,43.30218068535825,49.84423676012461,6.853582554517133,75.70093457943925
