district,district_alt,district_id,school,school_id,type,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,type_special
"Dorchester
District Four",Dorchester 04,1804999,Woodland High School,1804019,H,4128 Highway 78,Dorchester,SC,29437,9-12,615,843-563-5956,https://woodland.dorchester4.k12.sc.us,Adrian Busch,42,NA
"Dorchester
District Four",Dorchester 04,1804999,Clay Hill Elementary School,1804021,E,387 S. Railroad Ave,Ridgeville,SC,29472,PK-5,147,8438517386,https://clayhill.dorchester4.k12.sc.us/,April Sanders,9,NA
"Dorchester
District Four",Dorchester 04,1804999,"Harleyville-Ridgeville
Middle School",1804022,M,1650 East Main Street,Dorchester,SC,29437,6-8,221,843-462-2470,https://hrm.dorchester4.k12.sc.us/,Catherine Yates,16,NA
"Edgefield
County School
District",Edgefield 01,1901999,"Strom Thurmond High
School",1901002,H,1131 Columbia Rd,Johnston,SC,29832,9-12,771,803-275-1768,sths.edgefield.k12.sc.us,Robert A. Grimm,43,NA
"Edgefield
County School
District",Edgefield 01,1901999,"Douglas Elementary
School",1901003,E,215 S.E. Diggs Road,Trenton,SC,29847,PK-5,190,803-275-1752,https://des.edgefield.k12.sc.us,Beth Blum,23,NA
"Edgefield
County School
District",Edgefield 01,1901999,"Johnston Elementary
School",1901005,E,"514 Lee
Street
Johnston
Elementary School",Johnston,SC,29832,PK-5,264,8032751755,https://jes.edgefield.k12.sc.us/,Tammy Martin,26,NA
"Edgefield
County School
District",Edgefield 01,1901999,"W. E. Parker Elementary
School",1901007,E,41 Crest Road,Edgefield,SC,29824,PK-5,398,803-637-4020,https://wep.edgefield.k12.sc.us,Jaime S. Creasy,33,NA
"Edgefield
County School
District",Edgefield 01,1901999,"Merriwether Elementary
School",1901008,E,565 springhaven drive,"North Augusta,
South Carolina",SC,29860,PK-5,754,8032799993,https://mes.edgefield.k12.sc.us/,"Fredrick Bruce
Lee",50,NA
"Edgefield
County School
District",Edgefield 01,1901999,"Johnston-Edegfield-Trenton
Middle School",1901009,M,1095 Columbia Rd.,Johnston,SC,29832,6-8,441,803-275-1997,https://jet.edgefield.k12.sc.us/,"Debbie K.
Courtney",36,NA
"Edgefield
County School
District",Edgefield 01,1901999,Merriwether Middle School,1901010,M,430 Murrah Road,North Augusta,SC,29860,6-8,389,803-279-2511,https://mms.edgefield.k12.sc.us/home,Mindy Clark,25,NA
"Fairfield County
School District",Fairfield 01,2001999,Fairfield Middle School,2001001,M,"728 US Highway 321
Bypass South","Winnsboro, SC",SC,29180,7-8,348,803-635-4270,http://fms.fairfield1.org,Jamie R. Brunson,39,NA
"Fairfield County
School District",Fairfield 01,2001999,"Kelly Miller Elementary
School",2001008,E,"255 KELLY MILLER
RD",Winnsboro,SC,29180,PK-6,217,803-635-2961,kmes.fairfield1.org,Kathy Woodard,25,NA
"Fairfield County
School District",Fairfield 01,2001999,"Mccrorey-Liston School Of
Technology",2001009,E,"1978 State Highway
215 South",Blair,SC,29015,PK-6,133,8036359490,"https://sites.google.com/a/fcsdchromebooks.us
/mccrorey-liston/",15,13,NA
"Fairfield County
School District",Fairfield 01,2001999,Geiger Elementary,2001012,E,150 T.M. Cook,Ridgeway,SC,29130,PK-6,263,8033378288,https://ges.fairfield1.org/,Myra Bramlett,24,NA
"Fairfield County
School District",Fairfield 01,2001999,"Fairfield Central High
School",2001013,H,"836 US Highway 321
Bypass South",Winnsboro,SC,29180,9-12,719,8036351441,fchs.fairfield1.org,Dr. Tracie Swilley,58,NA
"Fairfield County
School District",Fairfield 01,2001999,Fairfield Elementary School,2001014,E,175 Medley Road,Winnsboro,SC,29180,PK-6,519,803-635-5594,fes.fairfield1.org,"Dr. Tammy F.
Martin",50,NA
"Fairfield County
School District",Fairfield 01,2001999,"Fairfield Magnet School For
Math And Science",2001015,E,"1647 Highway 321
By-Pass North",Winnsboro,SC,29180,PK-6,215,803-635-4810,fmsms.fairfield1.org,"Dr. Shayera
Whitfield",24,NA
"Florence One
Schools",Florence 01,2101999,"John W. Moore Middle
School",2101002,M,191 Westfield Drive,Florence,SC,29501,6-7,746,8436648171,https://www.f1s.org/johnwmoore,April Leroy,62,NA
"Florence One
Schools",Florence 01,2101999,"South Florence High
School",2101004,H,3200 South Irby Street,Florence,SC,29505,9-12,1632,843-664-8190,https://www.f1s.org/southflorence,Shand Josey,102,NA
"Florence One
Schools",Florence 01,2101999,Williams Middle School,2101005,M,1119 N IRBY ST,FLORENCE,SC,29501,7-8,736,843-664-8162,https://www.f1s.org/williams,Kendra Green,62,NA
"Florence One
Schools",Florence 01,2101999,Wilson High School,2101006,H,1411 Old Marion Hwy,Florence,SC,29501,9-12,1241,843-664-8440,https://www.f1s.org/Wilson,"Dr. Eric D.
Robinson",95,NA
"Florence One
Schools",Florence 01,2101999,Briggs Elementary School,2101008,E,1012 Congaree Drive,Florence,SC,29501,K-6,510,843-664-8169,f1s.org/briggs,Tara Newton,41,NA
"Florence One
Schools",Florence 01,2101999,"Carver Elementary Magnet
School",2101009,E,515 N CASHUA DR,FLORENCE,SC,29501,K-5,571,843-664-8156,https://www.f1s.org/Carver,Josie Little,42,NA
"Florence One
Schools",Florence 01,2101999,"Delmae Heights
Elementary School",2101010,E,"1211 South Cashua
Drive",Florence,SC,29506,K-5,862,843-664-8448,www.fsd1.org/delmae,Roy Ann Jolley,50,NA
"Florence One
Schools",Florence 01,2101999,"Greenwood Elementary
School",2101011,E,"2300 East Howe
Springs Rd.",Florence,SC,29505,K-6,673,843-664-8451,https://www.fsd1.org/schools/greenwood,"Dr. Susan H.
Collins",48,NA
"Florence One
Schools",Florence 01,2101999,Mclaurin Elementary,2101012,E,1400 McMillan Lane,Florence,SC,29506,PK-5,847,843-664-8457,www.FSD1.org/schools/mclaurin,Deborah Cribb,59,NA
"Florence One
Schools",Florence 01,2101999,"Theodore Lester
Elementary",2101013,E,"3501 E Palmetto
Street",Florence,SC,29506,K-6,383,843-664-8459,https://www.f1s.org/TheodoreLester,Eldora Williams,40,NA
"Florence One
Schools",Florence 01,2101999,West Florence Hs,2101014,H,221 N BELTLINE DR,FLORENCE,SC,29501,9-12,1655,843-664-8472,https://www.f1s.org/westflorence,"MATTHEW
DOWDELL",99,NA
"Florence One
Schools",Florence 01,2101999,North Vista Elementary,2101016,E,1100 North Irby Street,Florence,SC,29501,PK-6,592,843-664-8159,https://www.f1s.org/northvista,Sharon R. Dixon,47,NA
"Florence One
Schools",Florence 01,2101999,Royall Elementary School,2101017,E,1101 Cheraw Drive,Florence,SC,29501,K-6,564,843-664-8167,f1s.org/Royall,Julie Smith,45,NA
"Florence One
Schools",Florence 01,2101999,"Savannah Grove
Elementary School",2101018,E,"2348 SAVANNAH
GROVE ROAD",EFFINGHAM,SC,29541,K-6,531,843-664-8463,https://www.f1s.org/SavannahGrove,"LaTonya
Yates-Ford",37,NA
"Florence One
Schools",Florence 01,2101999,"Dewey L. Carter
Elementary School",2101019,E,4937 S. Irby Street,Effingham,SC,29541,PK-6,662,8436648479,https://www.f1s.org/deweylcarter,Wendy J Frazier,52,NA
"Florence One
Schools",Florence 01,2101999,"Henry Timrod Elementary
School",2101020,E,"1901 E. Old Marion
Hwy.",Florence,SC,29506,K-6,390,843-664-8454,https://www.f1s.org/timrod,Elizabeth Jackson,31,NA
"Florence One
Schools",Florence 01,2101999,Wallace Gregg Elementary,2101021,E,"515 Francis Marion
Road",Florence,SC,29506,K-6,317,843-664-8481,https://www.f1s.org/wallacegregg,Tara King,29,NA
"Florence One
Schools",Florence 01,2101999,Southside Middle School,2101022,M,"200 East Howe
Springs Road",Florence,SC,29505,7-8,828,843-664-8467,www.f1s.org/southside,Jeffery A. Gaines,64,NA
"Florence One
Schools",Florence 01,2101999,Henry L. Sneed Middle,2101050,M,1102 Ebenezer Road,Florence,SC,29501,7-8,608,843-673-1199,"https://www.f1s.org/site/default.aspx?Page
Type=3&ModuleInstanceID=202&View
ID=82ad4dc1-ff8e-4c91",Ronald Oates,61,NA
"Florence One
Schools",Florence 01,2101999,"Lucy T. Davis Elementary
School",2101051,E,201 Westfield Drive,Florence,SC,29501,K-5,535,843-665-5977,https://www.f1s.org/LucyTDavis,Sonya Graves,39,NA
"Florence One
Schools",Florence 01,2101999,"Palmetto Youth Academy
Charter",2101600,E,"1209 N. Douglas
Street",Florence,SC,29501,K-6,76,843-679-7070,palmettoyouthacademy.com,"Yvonne
Brown-Burgess",1,charter
"Florence County
School District 2",Florence 02,2102999,"Hannah - Pamplico High
School",2102024,H,"2055 South Pamplico
Highway",Pamplico,SC,29583,9-12,332,843-493-5781,https://www.fsd2.org/domain/10,Sterling J. Mosby,24,NA
"Florence County
School District 2",Florence 02,2102999,"Hannah-Pamplico
Elementary/Middle Schoo",2102028,E,"2131 South Pamplico
Highway",Pamplico,SC,29583,PK-8,762,843-493-2061,https://www.fsd2.org/domain/9,"H. Legrande
Richardson",47,NA
"Florence School
District Three",Florence 03,2103999,Lake City High School,2103029,H,652 N. Matthew Road,Lake City,SC,29560,9-12,733,843-374-5119,"www.lchs.florence3.k12.sc.us
",Dr. Fred Moore,53,NA
"Florence School
District Three",Florence 03,2103999,"J. C. Lynch Elementary
School",2103036,E,124 Hicks Road,Coward,SC,20530,PK-6,400,8436992114,http://www.jcles.florence3.k12.sc.us/,Angela A. Tanner,26,NA
"Florence School
District Three",Florence 03,2103999,"Olanta Creative Arts And
Science Magnet School",2103037,E,312 North Jones Rd.,Olanta,SC,29114,PK-6,253,843-396-4457,http://oes.florence3.k12.sc.us,"Tonyelle L.
Thomas",16,NA
"Florence School
District Three",Florence 03,2103999,"Scranton Elementary
Steam Academy",2103039,E,1649 US Hwy 52,Scranton,SC,29591,PK-6,389,843-699-2112,ses.florence3.k12.sc.us,Shanda Poston,25,NA
"Florence School
District Three",Florence 03,2103999,Main Street Elementary,2103051,E,318 E. Main Street,"Lake City, South
Carolina",SC,29560,3-6,361,843-374-2221,http://www.mses.florence3.k12.sc.us/,"Sharon N.
Williams",23,NA
"Florence School
District Three",Florence 03,2103999,"Florence School District 3;
Dr. Ronald E. Mcnair Junior
High Scho",2103053,M,311 Carver St,311 Carver St,SC,29560,7-8,316,843-374-8651,http://www.remms.florence3.k12.sc.us/,Terrell Fleming,22,NA
"Florence School
District Three",Florence 03,2103999,"J. Paul Truluck Creative
Arts And Science Magnet
School",2103054,H,319 Carlisle St.,Lake City,SC,29560,6-11,430,843-374-8685,www.jptms.florence3.k12.sc.us,Mac McDougal,29,NA
Florence 4,Florence 04,2104999,Timmonsville High,2104041,H,304 Kemper Street,Timmonsville,SC,29161,9-12,168,843-346-3956,www.florence4.k12.sc.us,Tonya Addison,13,NA
Florence 4,Florence 04,2104999,Johnson Middle,2104042,M,"304 Kemper Street
",Timmonsville,SC,29161,6-8,181,843-346-3956,www.florence4.k12.sc.us,Tonya Addison,6,NA
Florence 4,Florence 04,2104999,Brockington Elementary,2104043,E,304 Kemper Street,Timmonsville,SC,29161,PK-5,332,843-346-4953,http://www.florence4.k12.sc.us/,Teresa Gamble,24,NA
"Florence School
District Five",Florence 05,2105999,Johnsonville High School,2105045,H,"237 S. Georgetown
Highway",Johnsonville,SC,29555,9-12,334,843-386-2707,https://jhs.fsd5.org/,Samuel Tuten,26,NA
"Florence School
District Five",Florence 05,2105999,"Johnsonville Elementary
School",2105047,E,160 East Marion Street,Johnsonville,SC,29555,PK-4,475,843-386-2955,jes.fsd5.org,Mirandi O. Squires,35,NA
"Florence School
District Five",Florence 05,2105999,Johnsonville Middle School,2105049,M,415 Maple Avenue,Johnsonville,SC,29555,5-8,371,843-386-2066,jms@fsd5.org,Randy Willis,25,NA
"Georgetown
County School
District",Georgetown 01,2201999,Andrews High School,2201001,H,"12890 County Line
Road",Andrews,SC,29510,9-12,540,843-264-3414,https://ahs.gcsd.k12.sc.us/,"Dr. Paula
Anderson",38,NA
"Georgetown
County School
District",Georgetown 01,2201999,Georgetown High,2201004,H,"2500 Anthuan
Maybank Drive",Georgetown,SC,29440,9-12,942,843-546-8516,ghs.gcsd.k12.sc.us,Craig A. Stone,68,NA
"Georgetown
County School
District",Georgetown 01,2201999,"Andrews Elementary
School",2201008,E,"13072 County Line
Road",Andrews,SC,29440,PK-5,711,843-520-9540,https://aes.gcsd.k12.sc.us/,Adrienne Watford,61,NA
"Georgetown
County School
District",Georgetown 01,2201999,"Brown's Ferry Elementary
School",2201009,E,"7292 Brown's Ferry
Rd.","Georgetown, SC",SC,29440,PK-5,143,843-527-1325,https://bfe.gcsd.k12.sc.us/home,Tawanna N. Grant,13,NA
"Georgetown
County School
District",Georgetown 01,2201999,"Pleasant Hill Elementary
School",2201012,E,"127 Schoolhouse
Drive",Hemingway,SC,29554,PK-5,292,843-558-9417,https://phe.gcsd.k12.sc.us/,William T. Graham,23,NA
"Georgetown
County School
District",Georgetown 01,2201999,Georgetown Middle School,2201013,M,"2400 Anthuan
Maybank Drive",Georgetown,SC,29440,6-8,794,843-527-4495,gms.gcsd.k12.sc.us,Seth C. Hillman,51,NA
"Georgetown
County School
District",Georgetown 01,2201999,"Kensington Elementary
School",2201014,E,86 Kensington BLVD,Georgetown,SC,29440,PK-5,507,843-546-8511,https://kes.gcsd.k12.sc.us/,Maurice Lee Cobb,46,NA
"Georgetown
County School
District",Georgetown 01,2201999,Maryville Elementary,2201015,E,"Maryville
Elementary
2125
Poplar Street",Georgetown,SC,29440,PK-5,445,8436551237,mes.gcsd.k12.sc.us,Tonja Johnson,38,NA
"Georgetown
County School
District",Georgetown 01,2201999,"Mcdonald Elementary
School",2201016,E,532 McDonald Road,Georgetown,SC,29440,PK-5,430,843-527-3485,mce.gcsd.k12.sc.us,Mack J. Burgess,35,NA
"Georgetown
County School
District",Georgetown 01,2201999,Plantersville Elementary,2201020,E,1668 Exodus Drive,Georgetown,SC,29440,PK-5,66,8435468453,www.pes.gcsd.k12.sc.us,Darryl Stanley,7,NA
"Georgetown
County School
District",Georgetown 01,2201999,Rosemary Middle School,2201022,M,12804 County Line Rd,Andrews,SC,2910,6-8,425,843-264-9780,https://rms.gcsd.k12.sc.us/,LaTanya Goodson,25,NA
"Georgetown
County School
District",Georgetown 01,2201999,Sampit Elementary,2201023,E,69 Woodland Ave.,Georgetown,SC,29440,PK-5,279,843-527-4411,https://ses.gcsd.k12.sc.us/,Sabrina Goff Mack,23,NA
"Georgetown
County School
District",Georgetown 01,2201999,Waccamaw High School,2201025,H,2412 Kings River Rd.,Pawleys Island,SC,29585,9-12,814,843-237-9899,https://whs.gcsd.k12.sc.us,Adam George,53,NA
"Georgetown
County School
District",Georgetown 01,2201999,Carver Bay High School,2201026,H,"13002 Choppee Road,
Hemingway, SC 29554","Hemingway, SC",SC,29554,9-12,335,(843) 558-6920,https://cbh.gcsd.k12.sc.us,Larry Odom,28,NA
"Georgetown
County School
District",Georgetown 01,2201999,Carvers Bay Middle,2201027,M,13000 Choppee Road,Hemingway,SC,29554,6-8,324,843-558-6930,https://cbm.gcsd.k12.sc.us/,Lee Glover,20,NA
"Georgetown
County School
District",Georgetown 01,2201999,Waccamaw Middle School,2201028,M,247 Wildcat Way,Pawleys Island,SC,29585,7-8,352,8432370196,https://wms.gcsd.k12.sc.us/,Jamie W. Curry,22,NA
"Georgetown
County School
District",Georgetown 01,2201999,"Waccamaw Intermediate
School",2201029,E,320 Wildcat Way,"Pawleys Island, SC",SC,29585,4-6,411,843-237-7071,https://wis.gcsd.k12.sc.us/,Travis Klatka,28,NA
"Georgetown
County School
District",Georgetown 01,2201999,Coastal Montessori Charter,2201601,E,111 Old Plantation Dr.,Pawleys Island,SC,29585,1-8,236,843-235-0413,https://coastalmontessoricharter.org/,"Robert L. ""Chip""
Hennecy, Jr.",16,charter
"The School
District Of
Greenville
County",Greenville 01,2301999,Berea High School,2301002,H,201 Burdine Drive,Greenville,SC,29617,9-12,1130,864-355-1600,http://sites.greenvilleschools.us/bereahs/home,Mike Noel,70,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,Blue Ridge High School,2301003,H,"2151 Fews Chapel
Road",Greer,SC,29651,9-12,1010,864-355-1800,https://www.greenville.k12.sc.us/bridgehs/,Reena Watson,58,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,Carolina High School,2301005,H,2725 Anderson Rd,Greenville,SC,29611,9-12,889,8643552300,https://www.greenville.k12.sc.us/carolina/,"Michael B.
Delaney",55,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,Eastside High,2301006,H,1300 Brushy Creek Rd,Taylors,SC,29687,9-12,1527,864-355-2800,www.greenville.k12.sc.us/eastside,Tina Bishop,84,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,"Greenville Senior High
Academy Of Law, Finance
And Business",2301008,H,1 Vardry Street,Greenville,SC,29601,9-12,1534,8643555500,https://www.greenville.k12.sc.us/gvilleh,Jason Warren,85,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,Greer High School,2301009,H,"3000 East Gap Creek
Road",Greer,SC,29651,9-12,1221,864-355-5700,www.greenville.k12.sc.us/greerhs,Justin Ludley,71,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,"Wade Hampton High
School",2301010,H,100 Pine Knoll Rd,Greenville,SC,29609,9-12,1781,864-355-0100,www.greenville.k12.sc.us/whhs/,"Dr. Carlos C.
Grant",96,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,Hillcrest Middle School,2301011,M,510 Garrison Rd,Simpsonville,SC,29681,6-8,995,8643556100,https://www.greenville.k12.sc.us/hms/index.asp,William Price,44,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,Hillcrest High School,2301012,H,3665 Industrial Drive,Simpsonville,SC,29681,9-12,2336,864-355-3500,https://www.greenville.k12.sc.us/hillcrest/,G. Bryan Skipper,118,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,J. L. Mann High School,2301013,H,160 Fairforest Way,Greenville,SC,29607,9-12,2047,8643556300,https://www.greenville.k12.sc.us/jlmann/,"Charles S.
Mayfield",105,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,Mauldin High School,2301014,H,701 E. Butler Rd,Mauldin,SC,29662,9-12,2406,8643556500,https://www.greenville.k12.sc.us/mauldinh/,J. Michael Peake,123,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,Riverside High School,2301017,H,"794 Hammett Bridge
Raod",Greer,SC,29650,9-12,1762,864-355-7800,https://www.greenville.k12.sc.us/riverside/,Darah Huffman,92,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,Southside High School,2301018,H,6630 Frontage Road,Greenville,SC,29605,9-12,857,864-355-8700,https://www.greenville.k12.sc.us/shs/,"Dr. Andre M.
Dukes",59,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,Travelers Rest High School,2301020,H,301 N. Main Street,Travelers Rest,SC,29690,9-12,1227,8643550000,https://www.greenville.k12.sc.us/trest/,Daniel Bruce,64,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,Woodmont High School,2301023,H,"2831 West Georgia
Road",Piedmont,SC,29673,9-12,1902,8643558600,https://www.greenville.k12.sc.us/wdmonth/,Joseph D. Foster,99,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,Bryson Middle,2301024,M,3657 South Industrial,Simpsonville,SC,29681,6-8,878,864-355-2100,https://www.greenville.k12.sc.us/brysonm/,"Dr. Adrienne
Davenport",38,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,"Gateway Elementary
School",2301027,E,200 Hawkins Road,Travelers Rest,SC,29690,PK-5,662,864-355-5200,https://www.greenville.k12.sc.us/gateway/,Susan Stubley,34,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,Alexander Elementary,2301028,E,1601 Bramlett Rd,Greenville,SC,29611,PK-5,360,864-355-1000,https://www.greenville.k12.sc.us/alexand/,Johnette Nesbitt,26,NA
"The School
District Of
Greenville
County",Greenville 01,2301999,"Beck International
Academy",2301029,M,901 Woodruff Rd,Greenville,SC,29607,6-8,893,8643551400,https://www.greenville.k12.sc.us/beck/,Jennifer Meisten,48,NA
