district_x,school_x,school_id,report_card_type_p_e_m_h_d,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,year,district_y,school_y,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,schoolid,gender_missing,pupils_in_poverty,all_other_races,lat,lon
Georgetown County School District,Kensington Elementary School,2201014,E,86 Kensington BLVD,Georgetown,SC,29440,PK-5,507,843-546-8511,https://kes.gcsd.k12.sc.us/,Maurice Lee Cobb,46.0,2019,Georgetown County School District,Kensington Elementary School,E,34.8,30.8,41.9,29.0,52.7,,25.3,612.0,308.0,304.0,245.0,277.0,,0.0,447.0,90.0,33.40060902040816,-79.28765610204083
Georgetown County School District,Kensington Elementary School,2201014,E,86 Kensington BLVD,Georgetown,SC,29440,PK-5,507,843-546-8511,https://kes.gcsd.k12.sc.us/,Maurice Lee Cobb,46.0,2021,Georgetown County School District,Kensington Elementary School,E,30.5,39.8,33.5,41.1,29.5,,37.2,504.0,266.0,238.0,184.0,239.0,,0.0,349.0,81.0,33.40060902040816,-79.28765610204083
Georgetown County School District,Maryville Elementary,2201015,E,Maryville Elementary 2125 Poplar Street,Georgetown,SC,29440,PK-5,445,8436551237,mes.gcsd.k12.sc.us,Tonja Johnson,38.0,2017,Georgetown County School District,Maryville Elementary School,E,32.0,35.2,33.5,31.9,,,,530.0,259.0,271.0,271.0,186.0,,,,73.0,no_result,no_result
Georgetown County School District,Maryville Elementary,2201015,E,Maryville Elementary 2125 Poplar Street,Georgetown,SC,29440,PK-5,445,8436551237,mes.gcsd.k12.sc.us,Tonja Johnson,38.0,2018,Georgetown County Schools,Maryville Elementary School,E,30.2,38.3,33.9,37.9,45.6,,23.3,,,,,,,,,,no_result,no_result
Georgetown County School District,Maryville Elementary,2201015,E,Maryville Elementary 2125 Poplar Street,Georgetown,SC,29440,PK-5,445,8436551237,mes.gcsd.k12.sc.us,Tonja Johnson,38.0,2019,Georgetown County School District,Maryville Elementary School,E,36.6,34.9,38.7,31.1,27.6,,40.8,534.0,269.0,265.0,264.0,190.0,,0.0,444.0,80.0,no_result,no_result
Georgetown County School District,Maryville Elementary,2201015,E,Maryville Elementary 2125 Poplar Street,Georgetown,SC,29440,PK-5,445,8436551237,mes.gcsd.k12.sc.us,Tonja Johnson,38.0,2021,Georgetown County School District,Maryville Elementary,E,24.1,48.2,25.0,48.4,9.8,,63.9,444.0,224.0,220.0,208.0,162.0,,0.0,370.0,74.0,no_result,no_result
Georgetown County School District,Mcdonald Elementary School,2201016,E,532 McDonald Road,Georgetown,SC,29440,PK-5,430,843-527-3485,mce.gcsd.k12.sc.us,Mack J. Burgess,35.0,2017,Georgetown County School District,McDonald Elementary,E,27.6,35.9,22.4,46.9,,,,497.0,231.0,266.0,323.0,140.0,,,,34.0,33.39641590721536,-79.31961231125551
Georgetown County School District,Mcdonald Elementary School,2201016,E,532 McDonald Road,Georgetown,SC,29440,PK-5,430,843-527-3485,mce.gcsd.k12.sc.us,Mack J. Burgess,35.0,2018,Georgetown County Schools,Mcdonald Elementary,E,24.6,36.2,26.6,42.5,36.1,,33.3,,,,,,,,,,33.39641590721536,-79.31961231125551
Georgetown County School District,Mcdonald Elementary School,2201016,E,532 McDonald Road,Georgetown,SC,29440,PK-5,430,843-527-3485,mce.gcsd.k12.sc.us,Mack J. Burgess,35.0,2019,Georgetown County School District,Mcdonald Elementary,E,30.6,40.3,23.8,45.6,32.0,,37.3,488.0,228.0,260.0,307.0,142.0,,0.0,426.0,39.0,33.39641590721536,-79.31961231125551
Georgetown County School District,Mcdonald Elementary School,2201016,E,532 McDonald Road,Georgetown,SC,29440,PK-5,430,843-527-3485,mce.gcsd.k12.sc.us,Mack J. Burgess,35.0,2021,Georgetown County School District,Mcdonald Elementary School,E,17.2,58.1,16.7,60.6,17.2,,59.4,441.0,191.0,250.0,276.0,117.0,,0.0,384.0,48.0,33.39641590721536,-79.31961231125551
Georgetown County School District,Plantersville Elementary,2201020,E,1668 Exodus Drive,Georgetown,SC,29440,PK-5,66,8435468453,www.pes.gcsd.k12.sc.us,Darryl Stanley,7.0,2017,Georgetown County School District,Plantersville Elementary School,E,11.9,52.4,14.2,31.0,,,,102.0,40.0,62.0,86.0,15.0,,,,1.0,33.53065638797814,-79.2105503114754
Georgetown County School District,Plantersville Elementary,2201020,E,1668 Exodus Drive,Georgetown,SC,29440,PK-5,66,8435468453,www.pes.gcsd.k12.sc.us,Darryl Stanley,7.0,2018,Georgetown County Schools,Plantersville Elementary,E,15.6,51.1,31.1,33.3,7.7,,61.5,,,,,,,,,,33.53065638797814,-79.2105503114754
Georgetown County School District,Plantersville Elementary,2201020,E,1668 Exodus Drive,Georgetown,SC,29440,PK-5,66,8435468453,www.pes.gcsd.k12.sc.us,Darryl Stanley,7.0,2019,Georgetown County School District,Plantersville Elementary,E,12.2,58.5,22.0,39.0,,,75.0,87.0,38.0,49.0,75.0,11.0,,0.0,84.0,1.0,33.53065638797814,-79.2105503114754
Georgetown County School District,Plantersville Elementary,2201020,E,1668 Exodus Drive,Georgetown,SC,29440,PK-5,66,8435468453,www.pes.gcsd.k12.sc.us,Darryl Stanley,7.0,2021,Georgetown County School District,Plantersville Elementary,E,5.7,60.0,11.4,45.7,,,92.3,68.0,27.0,41.0,65.0,2.0,,0.0,67.0,1.0,33.53065638797814,-79.2105503114754
Georgetown County School District,Rosemary Middle School,2201022,M,12804 County Line Rd,Andrews,SC,2910,6-8,425,843-264-9780,https://rms.gcsd.k12.sc.us/,LaTanya Goodson,25.0,2017,Georgetown County School District,Rosemary Middle School,M,24.8,37.8,22.7,38.8,28.9,39.2,,437.0,207.0,230.0,201.0,216.0,,,,20.0,33.456494,-79.577007
Georgetown County School District,Rosemary Middle School,2201022,M,12804 County Line Rd,Andrews,SC,2910,6-8,425,843-264-9780,https://rms.gcsd.k12.sc.us/,LaTanya Goodson,25.0,2018,Georgetown County Schools,Rosemary Middle School,M,21.8,37.6,18.6,46.0,23.4,,38.5,,,,,,,,,,33.456494,-79.577007
Georgetown County School District,Rosemary Middle School,2201022,M,12804 County Line Rd,Andrews,SC,2910,6-8,425,843-264-9780,https://rms.gcsd.k12.sc.us/,LaTanya Goodson,25.0,2019,Georgetown County School District,Rosemary Middle School,M,30.1,34.9,20.3,42.8,29.2,,41.3,420.0,207.0,213.0,216.0,179.0,,0.0,326.0,25.0,33.456494,-79.577007
Georgetown County School District,Rosemary Middle School,2201022,M,12804 County Line Rd,Andrews,SC,2910,6-8,425,843-264-9780,https://rms.gcsd.k12.sc.us/,LaTanya Goodson,25.0,2021,Georgetown County School District,Rosemary Middle School,M,17.0,49.3,9.5,63.8,14.3,,68.3,422.0,195.0,227.0,247.0,142.0,,0.0,356.0,33.0,33.456494,-79.577007
Georgetown County School District,Sampit Elementary,2201023,E,69 Woodland Ave.,Georgetown,SC,29440,PK-5,279,843-527-4411,https://ses.gcsd.k12.sc.us/,Sabrina Goff Mack,23.0,2017,Georgetown County School District,Sampit Elementary,E,31.2,29.1,39.7,21.2,,,,356.0,176.0,180.0,230.0,110.0,,,,16.0,33.36479698881939,-79.4471891862969
Georgetown County School District,Sampit Elementary,2201023,E,69 Woodland Ave.,Georgetown,SC,29440,PK-5,279,843-527-4411,https://ses.gcsd.k12.sc.us/,Sabrina Goff Mack,23.0,2018,Georgetown County Schools,Sampit Elementary,E,27.6,30.3,44.1,27.6,40.4,,24.6,,,,,,,,,,33.36479698881939,-79.4471891862969
Georgetown County School District,Sampit Elementary,2201023,E,69 Woodland Ave.,Georgetown,SC,29440,PK-5,279,843-527-4411,https://ses.gcsd.k12.sc.us/,Sabrina Goff Mack,23.0,2019,Georgetown County School District,Sampit Elementary,E,32.6,36.8,54.2,26.4,48.8,,36.6,323.0,159.0,164.0,206.0,98.0,,0.0,287.0,19.0,33.36479698881939,-79.4471891862969
Georgetown County School District,Sampit Elementary,2201023,E,69 Woodland Ave.,Georgetown,SC,29440,PK-5,279,843-527-4411,https://ses.gcsd.k12.sc.us/,Sabrina Goff Mack,23.0,2021,Georgetown County School District,Sampit Elementary,E,14.5,56.5,22.1,40.5,16.3,,51.2,280.0,129.0,151.0,180.0,81.0,,0.0,254.0,19.0,33.36479698881939,-79.4471891862969
Georgetown County School District,Waccamaw High School,2201025,H,2412 Kings River Rd.,Pawleys Island,SC,29585,9-12,814,843-237-9899,https://whs.gcsd.k12.sc.us,Adam George,53.0,0,,,,,,,,,,,,,,,,,,,,33.4516333,-79.14533203507092
Georgetown County School District,Carver Bay High School,2201026,H,"13002 Choppee Road, Hemingway, SC 29554","Hemingway, SC",SC,29554,9-12,335,(843) 558-6920,https://cbh.gcsd.k12.sc.us,Larry Odom,28.0,0,,,,,,,,,,,,,,,,,,,,no_result,no_result
Georgetown County School District,Carvers Bay Middle,2201027,M,13000 Choppee Road,Hemingway,SC,29554,6-8,324,843-558-6930,https://cbm.gcsd.k12.sc.us/,Lee Glover,20.0,2017,Georgetown County School District,Carvers Bay Middle,M,20.9,39.0,20.2,45.7,25.1,39.7,,280.0,139.0,141.0,205.0,72.0,,,,3.0,no_result,no_result
Georgetown County School District,Carvers Bay Middle,2201027,M,13000 Choppee Road,Hemingway,SC,29554,6-8,324,843-558-6930,https://cbm.gcsd.k12.sc.us/,Lee Glover,20.0,2018,Georgetown County Schools,Carvers Bay Middle,M,24.4,39.8,16.5,52.6,29.1,,46.4,,,,,,,,,,no_result,no_result
Georgetown County School District,Carvers Bay Middle,2201027,M,13000 Choppee Road,Hemingway,SC,29554,6-8,324,843-558-6930,https://cbm.gcsd.k12.sc.us/,Lee Glover,20.0,2019,Georgetown County School District,Carvers Bay Middle School,M,24.4,37.6,16.6,47.8,25.5,,49.0,310.0,142.0,168.0,214.0,89.0,,0.0,261.0,7.0,no_result,no_result
Georgetown County School District,Carvers Bay Middle,2201027,M,13000 Choppee Road,Hemingway,SC,29554,6-8,324,843-558-6930,https://cbm.gcsd.k12.sc.us/,Lee Glover,20.0,2021,Georgetown County School District,Carvers Bay Middle,M,19.0,45.1,9.4,57.7,13.3,,63.3,323.0,152.0,171.0,212.0,105.0,,0.0,267.0,6.0,no_result,no_result
Georgetown County School District,Waccamaw Middle School,2201028,M,247 Wildcat Way,Pawleys Island,SC,29585,7-8,352,8432370196,https://wms.gcsd.k12.sc.us/,Jamie W. Curry,22.0,2017,Georgetown County School District,Waccamaw Middle School,M,61.0,12.8,52.6,16.0,64.4,15.2,,404.0,202.0,202.0,80.0,304.0,,,,20.0,33.49244145,-79.09543184497431
Georgetown County School District,Waccamaw Middle School,2201028,M,247 Wildcat Way,Pawleys Island,SC,29585,7-8,352,8432370196,https://wms.gcsd.k12.sc.us/,Jamie W. Curry,22.0,2018,Georgetown County Schools,Waccamaw Middle School,M,62.1,14.7,47.4,22.2,63.5,,16.7,,,,,,,,,,33.49244145,-79.09543184497431
Georgetown County School District,Waccamaw Middle School,2201028,M,247 Wildcat Way,Pawleys Island,SC,29585,7-8,352,8432370196,https://wms.gcsd.k12.sc.us/,Jamie W. Curry,22.0,2019,Georgetown County School District,Waccamaw Middle School,M,56.3,22.6,52.3,22.8,71.9,,10.9,407.0,190.0,217.0,71.0,300.0,,0.0,166.0,36.0,33.49244145,-79.09543184497431
Georgetown County School District,Waccamaw Middle School,2201028,M,247 Wildcat Way,Pawleys Island,SC,29585,7-8,352,8432370196,https://wms.gcsd.k12.sc.us/,Jamie W. Curry,22.0,2021,Georgetown County School District,Waccamaw Middle School,M,54.6,19.6,38.7,23.6,,,,349.0,171.0,178.0,63.0,246.0,,0.0,156.0,40.0,33.49244145,-79.09543184497431
Georgetown County School District,Waccamaw Intermediate School,2201029,E,320 Wildcat Way,"Pawleys Island, SC",SC,29585,4-6,411,843-237-7071,https://wis.gcsd.k12.sc.us/,Travis Klatka,28.0,2017,Georgetown County School District,Waccamaw Intermediate School,E,61.2,14.5,58.900000000000006,16.6,,,,541.0,245.0,296.0,107.0,419.0,,,,15.0,33.48814,-79.09947646534582
Georgetown County School District,Waccamaw Intermediate School,2201029,E,320 Wildcat Way,"Pawleys Island, SC",SC,29585,4-6,411,843-237-7071,https://wis.gcsd.k12.sc.us/,Travis Klatka,28.0,2018,Georgetown County Schools,Waccamaw Intermediate School,E,61.0,12.2,64.0,13.3,65.6,,17.6,,,,,,,,,,33.48814,-79.09947646534582
Georgetown County School District,Waccamaw Intermediate School,2201029,E,320 Wildcat Way,"Pawleys Island, SC",SC,29585,4-6,411,843-237-7071,https://wis.gcsd.k12.sc.us/,Travis Klatka,28.0,2019,Georgetown County School District,Waccamaw Intermediate School,E,65.1,12.5,64.6,12.0,66.6,,14.4,482.0,230.0,252.0,106.0,354.0,,0.0,226.0,22.0,33.48814,-79.09947646534582
Georgetown County School District,Waccamaw Intermediate School,2201029,E,320 Wildcat Way,"Pawleys Island, SC",SC,29585,4-6,411,843-237-7071,https://wis.gcsd.k12.sc.us/,Travis Klatka,28.0,2021,Georgetown County School District,Waccamaw Intermediate School,E,56.1,17.8,56.2,19.2,60.6,,22.0,418.0,215.0,203.0,92.0,298.0,,0.0,211.0,28.0,33.48814,-79.09947646534582
Georgetown County School District,Coastal Montessori Charter,2201601,E,111 Old Plantation Dr.,Pawleys Island,SC,29585,1-8,236,843-235-0413,https://coastalmontessoricharter.org/,"Robert L. ""Chip"" Hennecy, Jr.",16.0,2017,Georgetown County School District,Coastal Montessori Charter School,E,66.3,7.7,47.1,19.2,,,,215.0,112.0,103.0,12.0,196.0,,,,7.0,no_result,no_result
Georgetown County School District,Coastal Montessori Charter,2201601,E,111 Old Plantation Dr.,Pawleys Island,SC,29585,1-8,236,843-235-0413,https://coastalmontessoricharter.org/,"Robert L. ""Chip"" Hennecy, Jr.",16.0,2017,Georgetown County School District,Coastal Montessori Charter School,M,69.6,2.2,47.8,26.1,65.19999999999999,15.2,,215.0,112.0,103.0,12.0,196.0,,,,7.0,no_result,no_result
Georgetown County School District,Coastal Montessori Charter,2201601,E,111 Old Plantation Dr.,Pawleys Island,SC,29585,1-8,236,843-235-0413,https://coastalmontessoricharter.org/,"Robert L. ""Chip"" Hennecy, Jr.",16.0,2018,Georgetown County Schools,Coastal Montessori Charter School,E,58.8,7.2,43.3,22.7,58.8,,14.7,,,,,,,,,,no_result,no_result
Georgetown County School District,Coastal Montessori Charter,2201601,E,111 Old Plantation Dr.,Pawleys Island,SC,29585,1-8,236,843-235-0413,https://coastalmontessoricharter.org/,"Robert L. ""Chip"" Hennecy, Jr.",16.0,2018,Georgetown County Schools,Coastal Montessori Charter School,M,68.4,3.9,38.2,23.7,79.2,,8.3,,,,,,,,,,no_result,no_result
Georgetown County School District,Coastal Montessori Charter,2201601,E,111 Old Plantation Dr.,Pawleys Island,SC,29585,1-8,236,843-235-0413,https://coastalmontessoricharter.org/,"Robert L. ""Chip"" Hennecy, Jr.",16.0,2019,Georgetown County School District,Coastal Montessori Charter School,E,65.0,8.0,36.0,26.0,41.2,,20.6,266.0,144.0,122.0,18.0,238.0,,0.0,83.0,10.0,no_result,no_result
Georgetown County School District,Coastal Montessori Charter,2201601,E,111 Old Plantation Dr.,Pawleys Island,SC,29585,1-8,236,843-235-0413,https://coastalmontessoricharter.org/,"Robert L. ""Chip"" Hennecy, Jr.",16.0,2019,Georgetown County School District,Coastal Montessori Charter School,M,63.0,4.3,37.0,26.1,55.9,,16.9,266.0,144.0,122.0,18.0,238.0,,0.0,83.0,10.0,no_result,no_result
Georgetown County School District,Coastal Montessori Charter,2201601,E,111 Old Plantation Dr.,Pawleys Island,SC,29585,1-8,236,843-235-0413,https://coastalmontessoricharter.org/,"Robert L. ""Chip"" Hennecy, Jr.",16.0,2021,Georgetown County School District,Coastal Montessori Charter,E,49.4,27.3,27.6,39.5,32.0,,32.0,230.0,113.0,117.0,22.0,197.0,,0.0,88.0,11.0,no_result,no_result
Georgetown County School District,Coastal Montessori Charter,2201601,E,111 Old Plantation Dr.,Pawleys Island,SC,29585,1-8,236,843-235-0413,https://coastalmontessoricharter.org/,"Robert L. ""Chip"" Hennecy, Jr.",16.0,2021,Georgetown County School District,Coastal Montessori Charter,M,62.1,10.3,24.1,27.6,56.3,,18.8,230.0,113.0,117.0,22.0,197.0,,0.0,88.0,11.0,no_result,no_result
The School District Of Greenville County,Berea High School,2301002,H,201 Burdine Drive,Greenville,SC,29617,9-12,1130,864-355-1600,http://sites.greenvilleschools.us/bereahs/home,Mike Noel,70.0,0,,,,,,,,,,,,,,,,,,,,34.87635575,-82.46370701043482
The School District Of Greenville County,Blue Ridge High School,2301003,H,2151 Fews Chapel Road,Greer,SC,29651,9-12,1010,864-355-1800,https://www.greenville.k12.sc.us/bridgehs/,Reena Watson,58.0,0,,,,,,,,,,,,,,,,,,,,35.040093,-82.2865018176839
The School District Of Greenville County,Carolina High School,2301005,H,2725 Anderson Rd,Greenville,SC,29611,9-12,889,8643552300,https://www.greenville.k12.sc.us/carolina/,Michael B. Delaney,55.0,0,,,,,,,,,,,,,,,,,,,,34.81136485,-82.44207796728628
The School District Of Greenville County,Eastside High,2301006,H,1300 Brushy Creek Rd,Taylors,SC,29687,9-12,1527,864-355-2800,www.greenville.k12.sc.us/eastside,Tina Bishop,84.0,0,,,,,,,,,,,,,,,,,,,,34.89370075,-82.30046568087756
The School District Of Greenville County,"Greenville Senior High Academy Of Law, Finance And Business",2301008,H,1 Vardry Street,Greenville,SC,29601,9-12,1534,8643555500,https://www.greenville.k12.sc.us/gvilleh,Jason Warren,85.0,0,,,,,,,,,,,,,,,,,,,,34.8398717,-82.40876463266719
The School District Of Greenville County,Greer High School,2301009,H,3000 East Gap Creek Road,Greer,SC,29651,9-12,1221,864-355-5700,www.greenville.k12.sc.us/greerhs,Justin Ludley,71.0,0,,,,,,,,,,,,,,,,,,,,34.98208355,-82.23174907422975
The School District Of Greenville County,Wade Hampton High School,2301010,H,100 Pine Knoll Rd,Greenville,SC,29609,9-12,1781,864-355-0100,www.greenville.k12.sc.us/whhs/,Dr. Carlos C. Grant,96.0,0,,,,,,,,,,,,,,,,,,,,no_result,no_result
The School District Of Greenville County,Hillcrest Middle School,2301011,M,510 Garrison Rd,Simpsonville,SC,29681,6-8,995,8643556100,https://www.greenville.k12.sc.us/hms/index.asp,William Price,44.0,2017,The School District of Greenville County,Hillcrest Middle School,M,43.4,20.5,39.900000000000006,23.4,49.8,24.6,,941.0,438.0,503.0,253.0,570.0,,,,118.0,34.7537899,-82.2558484689026
The School District Of Greenville County,Hillcrest Middle School,2301011,M,510 Garrison Rd,Simpsonville,SC,29681,6-8,995,8643556100,https://www.greenville.k12.sc.us/hms/index.asp,William Price,44.0,2018,The School District Of Greenville County,Hillcrest Middle School,M,50.8,18.0,48.1,20.9,61.4,,19.1,,,,,,,,,,34.7537899,-82.2558484689026
The School District Of Greenville County,Hillcrest Middle School,2301011,M,510 Garrison Rd,Simpsonville,SC,29681,6-8,995,8643556100,https://www.greenville.k12.sc.us/hms/index.asp,William Price,44.0,2019,The School District Of Greenville County,Hillcrest Middle School,M,52.3,19.6,42.7,25.9,50.4,,26.9,969.0,476.0,493.0,226.0,590.0,,0.0,420.0,153.0,34.7537899,-82.2558484689026
The School District Of Greenville County,Hillcrest Middle School,2301011,M,510 Garrison Rd,Simpsonville,SC,29681,6-8,995,8643556100,https://www.greenville.k12.sc.us/hms/index.asp,William Price,44.0,2021,The School District Of Greenville County,Hillcrest Middle School,M,52.0,21.4,41.5,28.5,49.7,,31.0,992.0,509.0,483.0,244.0,577.0,,0.0,544.0,171.0,34.7537899,-82.2558484689026
The School District Of Greenville County,Hillcrest High School,2301012,H,3665 Industrial Drive,Simpsonville,SC,29681,9-12,2336,864-355-3500,https://www.greenville.k12.sc.us/hillcrest/,G. Bryan Skipper,118.0,0,,,,,,,,,,,,,,,,,,,,34.7136863,-82.24770836976788
The School District Of Greenville County,J. L. Mann High School,2301013,H,160 Fairforest Way,Greenville,SC,29607,9-12,2047,8643556300,https://www.greenville.k12.sc.us/jlmann/,Charles S. Mayfield,105.0,0,,,,,,,,,,,,,,,,,,,,34.8072528,-82.3368266972218
The School District Of Greenville County,Mauldin High School,2301014,H,701 E. Butler Rd,Mauldin,SC,29662,9-12,2406,8643556500,https://www.greenville.k12.sc.us/mauldinh/,J. Michael Peake,123.0,0,,,,,,,,,,,,,,,,,,,,34.79141663248066,-82.28684221935617
The School District Of Greenville County,Riverside High School,2301017,H,794 Hammett Bridge Raod,Greer,SC,29650,9-12,1762,864-355-7800,https://www.greenville.k12.sc.us/riverside/,Darah Huffman,92.0,0,,,,,,,,,,,,,,,,,,,,no_result,no_result
The School District Of Greenville County,Southside High School,2301018,H,6630 Frontage Road,Greenville,SC,29605,9-12,857,864-355-8700,https://www.greenville.k12.sc.us/shs/,Dr. Andre M. Dukes,59.0,0,,,,,,,,,,,,,,,,,,,,34.7967918,-82.40385567258141
The School District Of Greenville County,Travelers Rest High School,2301020,H,301 N. Main Street,Travelers Rest,SC,29690,9-12,1227,8643550000,https://www.greenville.k12.sc.us/trest/,Daniel Bruce,64.0,0,,,,,,,,,,,,,,,,,,,,34.970753099999996,-82.44954576733775
The School District Of Greenville County,Woodmont High School,2301023,H,2831 West Georgia Road,Piedmont,SC,29673,9-12,1902,8643558600,https://www.greenville.k12.sc.us/wdmonth/,Joseph D. Foster,99.0,0,,,,,,,,,,,,,,,,,,,,34.688872450000005,-82.3569729997676
The School District Of Greenville County,Bryson Middle,2301024,M,3657 South Industrial,Simpsonville,SC,29681,6-8,878,864-355-2100,https://www.greenville.k12.sc.us/brysonm/,Dr. Adrienne Davenport,38.0,2017,The School District of Greenville County,Bryson MIddle,M,34.2,25.6,31.9,28.6,46.1,24.9,,939.0,468.0,471.0,239.0,561.0,,,,139.0,34.71593245,-82.24906935627496
